session,burst_id,center_time_sec,idea_win_start,idea_win_end,soln_win_start,soln_win_end,idea_n_utts,idea_unique_speakers,idea_decision_per_1000,idea_assign_hits,idea_agree_hits,soln_n_utts,soln_unique_speakers,soln_decision_per_1000,soln_assign_hits,soln_agree_hits,idea_text,solution_text,solution_summary,solution_keywords,near_decision_hits,near_assign_hits,near_agree_hits
2021_05_21_ABI_S7,2021_05_21_ABI_S7_B1,846.0,-60,-10,0,30,3,2,0.0,1,0,5,4,0.0,0,1,"Can I ask a question about that? I I was wondering because because we I've started looking into doing a little bit of Raman for another project because we have a spectroscopist and we just got a new Renishaw imaging Raman. And I'm curious, is there a way to if you wanted to label so that you could mark a subcellular compartment with fluorescence, right? Because maybe, you know, you're you're you know, I know you can you can you can separate mitochondria and nucleus, you know, things big structures really well. But if you wanted to label something like say a cilium so that you could identify it with fluorescence and then image the cilium with Raman, how can you separate out the fluorescence from the Raman signal? And if so, like that that seems like a really cool multimodal approach to be able to say here's a cellular compartment. Now what is the biochemical makeup of this compartment would be something that could be really interesting. Yeah, I think that's a that's a um important point.","Okay, uh Nick. Hi, my name's Domenico (Nick) Galati. I'm at Western Washington University. I'm in the biology department there. And uh the reason I think I was probably put in this group is because I I'm very interested in protein trafficking within small structures known as cilia and cilia are diffraction limited and they're really important for a lot of developmental clinical things so they they receive Sonic Hedgehog signaling and so that's really important for patterning. And what's interesting is that the cilia generally in terms of human mutations, they're not they're not abolished so they're still present but there's just minor defects in trafficking within the cilia and to the cilia. And so this has only been studied so far for the most part, the hardcore trafficking stuff has only been studied in static cells that aren't moving or in cilia that aren't moving but in a developing organism clearly they are moving. And so something that the field needs is to be able to study cilia trafficking in either a cilia that's beating because sometimes they beat back and forth to generate flow. Um that's really challenging because they can beat up to 15 to 20 hertz. So trying to image a diffraction limited spot and something that's beating at 20 hertz uh would be a challenge and so that's the kind of stuff that I'm interested in. I have the biological expertise and I can do, you know, I do fluorescence imaging and and live cell imaging and super resolution imaging and stuff like that. But um I think that that problem will need something beyond that. So thanks. Yeah, absolutely. So, one thing I'm curious about for these applications is we just had the a bit of the label free discussion. And so these tend to be much less phototoxic, but you lack specificity. You don't have molecular labeling. So, how hard is it to know if the event in your case, I guess specifically, I know generalizing is difficult, um that the event would have started occurring if you had a label free measurement that was lower resolution and then you could switch over to doing some sort of super res. I mean that requires integrating across data modalities, but it's it's pretty easy to integrate some of these label free methods in an opposing arm on the microscope. And so then you could try and image that way and then switch over. So, but the question is, will you actually know it's happening with a label free method if you don't have the molecular readout and I don't know if that's the case or not. I mean, I think those methods are getting a lot better. Um, they're very similar in spirit to the also different views for QPI. So, so either way you're talking about somehow combining something that has a different view of the image to then try and reconstruct it in 3D, right? The nice part about the QPI is it gets the refractive index and that's still a bit tricky to get with a light field setup. So, um, yeah.",,"cilia, know, um, free, trafficking, label, label free, uh, really, image, stuff, imaging",0,0,1
2021_05_21_ABI_S8,2021_05_21_ABI_S8_B1,862.0,-60,-10,0,30,5,3,200.0,1,2,8,3,0.0,0,2,"Yeah. Which I'm referring to gut organoids as well what we're doing. And uh as uh Andrew pointed out, you don't need to fill up that slide uh right away because I guess I guess there's some I don't know, interference or something. My internet is not working very great either. So uh you can just write it down somewhere and then transfer it on the slide. So Ben, do you do you want to just basically give people like a couple of ideas how to do that? So they because they they will look a little bit scared. But that was metabolism. Yeah yeah yeah don't don't don't expect them to actually have the right metabolism. That's just that's a big ask. It's surviving and making similar cell types is what we're looking for here. Um that's why I think people we should we should lower our standard a little bit because to expect a something in a dish to be an in vivo environment is never going to happen. In vivo like we can probably get there. In vivo you got to go into an animal for that. Like I made an antibody against this target, antibody against that target, I've proved that it's focal enough where it doesn't cause the worst side effects. Because of the modularity of nanotechnology and biological systems, the what everyone is doing right now, at least in the synthetic biology space, is they're starting with that. like we know this biologic drug hits this target safely. And so now we're going to build a car T cell therapy around that biologic drug.","So the live contrast like there are papers coming out showing basically that magnetotactic bacteria can be used for like even increasing the like uh imaging uh sensitivity and capacity at the side of like for cell therapy applications, they they at least they showed promising results. So maybe adding. And you don't know where they went, you don't know what they're doing, you don't know if they're producing insulin, you're blind completely. And each, uh, islet batch comes from a donor who's obviously deceased. Okay. All right, sounds good. Morteza. Hi, my name is Morteza Mahmoudi and uh I'm an assistant professor at Michigan State University. My work is uh focused on nanomedicine and regenerative medicine and basically we use imaging technique to basically probe nanoparticles. if we use them for like therapeutic approaches like MRI approaches, if we use like magnetic based nanoparticles. Uh, but uh most importantly we try to understand what happens at the surface of nanoparticles. So for that purpose we combine cryo transmission electron microscopy and uh 3D constructed imaging model to basically see the 3D structure of the nanoparticles and how they interact with proteins and at the larger scale how they interact with different cell types and what are their uh trafficking inside the cells. So what happens is that what we makes in like laboratories are totally different from what we see like when they interact with the plasma proteins or any type of biological fluids. So what happens is that different types of biomolecules comes to the surface of nanoparticles and interact with them and basically form a corona around the surface of nanoparticles. So based on the type of the proteins, amount of the proteins, conformational changes of the proteins, basically we have totally different fate for the nanoparticles. So it can affect imaging, it can affect targeting, it can affect safety of the nanoparticles and those things basically needs to be considered in the imaging like procedures because you can imagine when you have additional layer at the surface of like nanoparticles, if you use that nanoparticles as a carrier, so what happens is that they can affect drug release. So it's just an example. Mhm. One idea that I think is super exciting is this idea of long-term genetic reporters. It is high risk, it is very controversial, but um, but for auto imaging they provide really good contrast and they they're they're almost forever if they don't get injected, ejected out of the body.",,"like, nanoparticles, uh, basically, imaging, proteins, affect, don, surface, interact, happens, different",0,1,1
2021_05_21_ABI_S9,2021_05_21_ABI_S9_B1,861.5,-60,-10,0,30,3,3,0.0,0,1,7,5,0.0,0,0,"Posted. Uh so, okay, one minute start now. Oh, I was actually thinking in this domain. I I like the idea of aptamer based, but I also like the idea of like not just a binding event, something that's simplifiable so that we bring like the low concentration of metabolite into readable range. So in the spirit of lowest possible perturbation and something that's simplifiable, not just, oh, it it's bound to like A bound to B and that's definitely not going to be easy to detect. So do do people know currently for like what's I mean, I know mass spec is being used as an imaging technique and that's good for small metabolites, but um obviously it has limitations because you have to process samples in a very specific way. Um yeah, I guess the question is, you know, how do you integrate those technologies into something that's a reasonable diagnostic workflow for for like a clinical specimen or we talking about samples that would be biopsied or where where do you guys see the application in metabolic profiling.","Yeah, I mean we can do whole brain, you can do multiple regions. I guess um yeah, I mean in a clinical setting you would do a small region of interest. Um so you'd have some information already. Um I think another promising application is in the area of drug discovery. We have a lot of data on the structure and properties of molecules, but it's often unlabeled. Self-supervised learning could help us to learn from this data and improve our ability to discover new drugs. Yeah, that actually sort of a um is related to uh one of the uh things that mentioned by different people. I think in terms of looking at metabolites uh or metabolic processes uh what I guess what are the targets, the variety of different targets that we're we're thinking about. I I guess uh summarizing different, you know, different people's uh intro, uh you know, we looked at uh newly synthesized metabolites as a sort of a whole class. Uh specific species um NADH NADH uh or oxygen uh as a proxy or or uh developing specific probes for a very specific metabolite. So uh there these are all possibilities. What are some of the advantages uh and challenges uh of targeting these different things for looking at metabolites and metabolic processes. And as Kevin mentioned uh perhaps, you know, patterns uh features of any of those, right? as a you know, class uh or as a individual species could be used for diagnostic purpose. Just to uh throw the question out there. Right. So it's it's just like normal fluorescence. So whatever techniques you use it's it we can do it too. Um so so we can do single photon and it's really great at looking at cells on a dish but we can also adopt it for multiphoton and optical technologies that can do three dimensional things like organoids or even in vivo up to a couple millimeters. So I don't know if it's possible, but if we can think of a way to, you know, bring this or nucleic acid based binding event and lead that into some amplification event so that we have dynamic range to read out rare metabolite that could be of interest can be an interesting direction. But I guess in terms of the bigger question of metabolism, you know, um something that is kind of emerging is genetic counseling. So using, you know, gene mutations to predict disease and I guess the idea that I had with metabolic imaging is really, you know, we're not looking at I'm curious to hear what other people think are some of the most promising applications.",,"uh, know, um, different, guess, think, looking, metabolites, yeah, specific, metabolic, things",0,1,1
2021_06_10_SLU_S1,2021_06_10_SLU_S1_B1,905.0,-60,-10,0,30,4,3,0.0,1,0,7,4,0.0,1,2,"You want Jeff, what can we do to what can we do to help? Oh, we're good. Yeah. Can you just copy and paste the the the bullet points and you feel comfortable? I think there are some people who work on this um from different directions. One um if they are able to see some transmission within the planet's atmosphere and they can get some lines that will indicate uh some interesting uh behavior and maybe estimation on the metallicity. And another thing is um planet composition. Um, there are lots of works that try to estimate how rocky something is and then by proxy you can say, you know, we need I mean, in order to be very rocky, you need some uh some at least some metals at least. So it's very you know, it's like that but this is the most that we can do, I think so far.","Okay, great. I'm Smadar Na'oz from UCLA. I'm an associate professor there. I'm an astrophysicist. I work on um on everything from cosmology to exoplanets and I'm interested in trying to understand how um how we connect, how we can connect the architecture and orbits to habitability and I really want to learn a lot from this discussion uh today. So thanks. Keep in mind the broader context of this silog, which is um the search for life in the universe. Um, and because I do work on a number of different um solar system bodies, uh Mars and and ocean worlds and also um exoplanets, I might help be able to to frame that if if anybody needs um help with that framing, but I'm guessing that you probably have some great ideas. No good deed goes unpunished as they say. So Nikki, I have a question on on on on that. Uh what is the what is the overall objective of the of bringing of going back with this report? Is it so that other groups just get a little bit of a feeling of what we did or is it is it more concrete in the sense that it might act as seeds to to conversations in those group or or or what what is the objective here for making these reports. Yeah, you can actually get by with sulfolipids instead of phospholipids. Yes, so phosphorus limitation might might be very a futile of a of a factor um to as a constraint for life.",,"um, uh, work, help, great, objective, connect, exoplanets, life, framing, good deed, feeling did",0,2,1
2021_06_10_SLU_S2,2021_06_10_SLU_S2_B1,853.5,-60,-10,0,30,1,1,0.0,0,1,4,3,250.0,0,0,"Well, the the earliest life evidence that's just kind of an upper bound because, you know, we don't it's it's a rock problem really. We don't have any evidence. But also origin of life, it's not it's fast but also not fast because it's geologically rapid.","You know, life is kind of an inherently out of equilibrium process. And so it um I I think that kind of presents its unique set of challenges. Laurie posted something in the chat and I pasted it in the slack so it's preserved for later about kind of an anecdote about uh Just with my latest modeling struggle. But like it's an example of what we encounter all the time. And in the lab too, you find out that things are just very messy when you start involving geology. And so like if you, I don't know, have a reaction driven by ferrous iron and the ocean had ferrous iron and then you do your with and without salt controls. Yeah, that would be interesting from a chemistry point of view because it means also a rearrangement of some of the initial components. What would the geochemist in the group uh and the microbiologist think about this? Could could you jump into a proposal which would connect this unusual chemistry to say Mars or even Enceladus with lessons that you've learned from the earth mostly, I guess microbiologist always learn their lessons from the earth but let's say protein metabolism to happen inside the cell membrane or can that sort of happen outside and then, you know, and so it's hard to know where in the timing that all occurs because no one really knows the order of operations.",,"know, kind, iron, just, earth, microbiologist, think, ferrous, say, ferrous iron, uh, happen",0,0,0
2021_06_10_SLU_S3,2021_06_10_SLU_S3_B1,852.5,-60,-10,0,30,2,2,0.0,0,0,4,2,0.0,0,0,"I really like Leslie's idea of having like a different hierarchy and I can imagine that it would be very useful to have a small sample of planets where almost all the properties are the same and then you try to change one thing at a time. So maybe you try to find stars that are all the same age and the same mass, but they have different metallicities and you see how that affects the planet atmosphere when the planets are all in the same size and mass range. that would be fascinating. Uh, I'm think trying to think outside the box and trying to think about things I don't normally think about. And the thing I'm thinking about at the moment, which is not really on this topic is what if instead of a telescope, we don't really worry about focusing the light well and we just use a light bucket and throw all of our uh, you know, cards into like a huge, huge equivalent diameter transmission spectroscopy mission where we don't really have a good image, but it doesn't matter because we're pointing it at Proxima Centuri or Trapist one and we just get so much light that we can do this for more distant planets. Is that a tradeoff we would make?","You could always argue we did our part, the other people now have to step up. A little bit like the Drake equation. I I think especially like you know what Courtney said, I completely agree that the solar system is going to be uh we're going to be a key, but the interesting thing about the habitable zone in a way is, right? That's where we can find life if it's there. Because in the solar system we can find life way out of the habitable zone, but if you put this around an exoplanet, you know, an Europa like moon where you can do where you have no atmosphere with any signatures for life. Do we want to give everybody a minute or two to write their thoughts down before we come back? Something that I've been really interested in is figuring out what the right questions are to ask kind of along the lines of what Natasha came up with the reducing versus oxidizing atmospheres, atmospheres out of chemical equilibrium, right? To define the the sample size and also just what exactly what kinds of planets we need to be looking at like what Coco was also mentioning. Um, we we need to define the questions. Um, in that sense I I I'm really looking forward to this meeting talking to some of the non astronomers to to help us uh to help us figure out what the what the right questions are for establishing habitability, biological activity, things like that.",,"like, right, life, questions, zone, uh, looking, help, habitable zone, habitable, going, need",0,1,0
2021_06_10_SLU_S4,2021_06_10_SLU_S4_B1,886.0,-60,-10,0,30,3,2,0.0,0,0,17,7,0.0,1,3,"Hi, I am Edward Schwieterman. I'm assistant professor at University California Riverside. I work on um planetary atmospheres, um particularly photochemistry and uh and climate and um and spectroscopy and and think about remote bio signatures and habitability and relating that to Earth evolution as well. Right. So you can at least get that much of a marker. I I think the analogy to to Titan is important. Um and its composition and structure.","Okay, Jen. Um, hi. I'm Jennifer Glass from Georgia Tech and I work on microbes and methane. Yeah, does anybody have a comment in response to that? Is that sound like something that somebody else was thinking about or? Sure. Um so one of the things that um I've been thinking about a lot recently um is among habitable planets and even among inhabited planets, are there certain types of planets that are better places to live and are more likely to result in remotely detectable bio signatures and is there a way that we could observationally constrain whether a given planet is an okay place to live, a great place to live or a really truly spectacular place to live and if that could be useful context for um interpreting non detections in particular which would are kind of inherently ambiguous, right? When when can we be certain that a non detection really is a non detection because there's not life. That's very true. Yeah, and it might be one of the drivers obviously of of of potential false positives. All right. Hi, I'm here. Um I'm serving for the Sloan Foundation, so I'll be watching but not necessarily participating. I have a colleague who's actually interested in that and looking at the degradation of caragen. Okay, cool. Is there any I mean with the methane clathrate and the frozen sort of ice issues, is there anything we can tie into sort of Catherine's interests as well? Um you know, because I mean these Traver one planets potentially one of their interior structures is to have a large fraction of ices. Hi, I'm Katherine. I'm an assistant professor of planetary science and astronomy. So I'm a solar system astronomer and I study the surfaces and atmospheres of planets and moons in the solar system. Actually a couple of colleagues um, um, trying to degrade that stuff. It's it's what it's mostly what insoluble organic matter essentially and it's very hard to work with. Um, and uh, so I I I That is a really interesting question. just want to put forward that um a discussion of fluxes, what are plausible I don't know. I I don't know. I don't know personally how the luminosity of the star evolves. I mean it would be fairly easy to calculate at what point something at 5 AU you can have, you know, you start to melt the ice shell.",,"um, know, planets, live, don, hi, really, don know, mean, non, place, place live",0,0,1
2021_06_10_SLU_S5,2021_06_10_SLU_S5_B1,830.5,-60,-10,0,30,7,5,0.0,0,1,4,3,250.0,0,0,"I just as an example. Oh go ahead. It's really exciting to know that there are so many parameters that can be tuned easily in the lab. So another question another scenario for the short time scale that can be carried out in the lab is just the impact. So what will happen if there's suddenly a impact on the surface of the planet will the microbes or will the um chemical molecules survive or how would they evolve? Do you think this kind of experiment can be like would be fun, would be interesting? Because like this heavy bombardment impacts may be quite common planetary systems. Trinity. Uh I was thinking along and this is like super naive. Um but uh I was thinking about so we've been talking a lot about sort of zooming out and zooming in um in terms of the processes but microbes are tiny. Um and so prebiotic life was even tinier. So I I was wondering and then bringing in the modeling like is there is it useful to think about um both the time scale but also the geographic space of where this might have happened and then sort of modeling um the time it takes if you have these sort of jump starts happening happening um across earth or whatever your habitable um body is um is that is that is that useful to think about at all? What happened? Yeah and I agree these these are interesting questions. This is not the way that we usually think about it, but that's not to say that it's not important to what we do. So I think this could be a productive place to look. I I also think that, you know, just thinking about what comes out of this, we're talking about, you know, like one FTE year per person. So I think that being a little bit focused about this so, you know, we can come back next year and say, look, this worked.","Hello everybody. So my name is Laurie Barge. I'm a research scientist at the NASA Jet Propulsion Laboratory and I'm a lab scientist mostly, though I do do some field work as well and my group is the Origins and Habitability Lab, so we study the origin of life and how life can live elsewhere. So I do a lot of work on mineral synthesis, organic chemistry with minerals, phosphorus and nitrogen chemistry. I mean like one clear thing, right? Like I mean, you know, from an astronomer perspective, UV flux changes dramatically both on short time scales and on long time scales, right? And we can I can measure that for stars that have exoplanets around them, right? Yeah. And also in terms of time skills, it may be possible that one region is habitable for life and then as the star evolve and then the region will shift over time. So this um connecting the different areas together. It's it's totally possible and like me and all the other chemists, I'm sure have thought about different experiments that we would like love to do and there's things the things I think about are there's all the wild theories of could you have totally alternative life chemistries and maybe. But I also wonder, you know, there could just be main similarities between life here and life on exoplanets, but the but the origin of life was actually different than it was on Earth and maybe with the initial steps of chemical evolution were different. So it could be carbon based, it could be in water, but it's still not the same as Earth. And so there's a lot of experiments that could be done, even big things early on like minerals direct reactions, but how exactly and which minerals are prevalent and, you know, you could imagine like I think on early Earth, the redox state of the planet was a huge factor because you have let's say iron two very rich in the oceans and an atmosphere of mostly CO2 and what is the redox state of the atmosphere? What is the redox state of the mantle? Like these are huge drivers for what sort of reactions you might have even with all the same chemicals that we are used to. And so that's the sort of stuff that I think would deserve more experimental investigation that kind of hasn't been done.",,"like, life, time, different, know, things, minerals, state, earth, think, redox, redox state",0,0,0
2021_06_10_SLU_S6,2021_06_10_SLU_S6_B1,930.0,-60,-10,0,30,3,3,0.0,0,0,11,7,0.0,2,3,"Great question. So I guess the things we want to be as identical as possible is sort of the type of host star, the planet mass, the distance. It's more like detectability of habitable and inhabitable world, like classes of detectability, right? Highly likely, more habitable and relatively improbable. pretty much all planetary environments start off as highly reducing environments. I I think that's that's that is the environment where most life um would would need to be able to um uh to to to develop and you would need to have uh an initial microbial pathways that can deal with those kinds of environments. Um, the uh the type of environment we're in now it is is very different.","Yeah, and then I guess yeah, we want to look at the spectrum and I guess at least from earth our biased opinion, but still if you want to test earth's history, right, we want to be able to measure for sure be able to take methane and oxygen and then anything else that also arises that I'm not an expert on, but maybe some other people can chime in, right? But I think we see this big change from I guess being methane and carbon dominated to oxygen dominated over the history and right being able to detect that in exoplanet systems would be quite remarkable, I think. Venus. Great Venus. I wanted to sorry, I wanted to go back to the question of of how do we determine what a world looks like um in the absence of life. And I guess my question maybe to the geologist. Um, at what point on earth do we think earth was globally sort of altered um its appearance or properties by life. Um, I think it's combined with your second point, the the classes of the world will sort of define that. I don't know how best to Yes, I think yes. There you go. That looks great. Um just double checking Joe, you're ready? Do you need help with the slide? Great. I don't think there I mean there's always one out there, right? That there's a planet that would have begun in an oxidizing state as opposed to a reducing state but but I think that would be an extraordinary exception and not the not the norm. I think I should be okay. I just dumped a little bit of very tiny text on the slide. Uh can I put in just a new slide to answer our question or do you want it on the same? Morgan? Yeah, I I really like the idea. I think you can get a frozen planet that's still in its habitable zone if the planet is like volcanically dead or geologically dead. Like if we didn't have CO2 outgassing volcanoes on the earth today, then, you know, as long as there's still topography around to have weathering and erosion, you know, it could be driven down into a snowball state. Hello, Morgan Cable. I'm at JPL. I'm having a phone. Um, it will I'll to a but not your audio. So good to know.",,"think, um, earth, guess, right, want, know, like, yeah, planet, state, slide",0,0,1
2021_06_10_SLU_S7,2021_06_10_SLU_S7_B1,817.0,-60,-10,0,30,3,3,333.3333333333333,0,0,17,8,235.2941176470588,1,3,"ramped up a bit when we start to bring samples back from Mars but we'll be relatively simple observations and and and have the confidence that we need given how hard it is to do even on early earth. So what would be the what would be the perfect thing if you could find it within the limits of technical abilities now and as we foresee in coming decades. So uh do we do people want to start by just going around the room and introducing themselves or you know, before we do that, let me um let me Um, so that's in 30 seconds my intro and then maybe so people raise hands who haven't gone yet.","Okay, so I'm missing anyone. Oh, hi, hi. Uh, I am Betul, uh, Kacar. Uh, I'm an assistant professor at the University of Arizona, um, and between the cell biology, astronomy and Lunar and Planetary Labs. Um, so it's pretty astrobiology by by design, really. And um, so we we do a lot of different things. We're interested in understanding the origin of life, but also early Earth, very earliest really evolution uh of of life. And uh, and and relevant to this meeting, we're interested in understanding early life biosignatures. So we use different tools. My background is in biochemistry and evolutionary systems biology and a lot of synthetic biology. So we design artificial systems to understand the possibilities or what what life could have been that wasn't um, and uh I think really what we're trying to get at eventually is to understand the early Earth biosignatures to answer this question of how do we increase our confidence in uh that that we have detected life. So that goes back to uh what also Tim was talking about, the sort of interpretive context of once we detect these signals, how do we know that we found life uh and and then where do we uh in sort of knowing when to stop, we want to know how far we can go in connecting it to life. I'm also uh leading one of the newly selected NASA I cars, uh that's that's called Muse. It's we will be looking at the natural selection of elements over geologic time. Uh, so there's a lot of biology, geology, astronomy, physics involved and I'm really excited uh to to you know, see where where this can go and find uh new ways of collaborating with this amazing community. Thanks. Yeah, I think well What's what's the popcorn? Okay. What's the popcorn? So this is really the pragmatic, right? What would you love to be able to find and that something that could be found. Well, I mean that there's I don't think there's not any that you would call specifically um a bio signature other than how it correlates to other things. So for instance like um if I saw that there were uh there was some particular way that climate was being altered. Popcorn is like you all decide who you call on the next person to to talk. Oh, that's nice. Until everyone's spoken. So G, you you pick who goes next. Yeah, I I mean, I think I think we're what it what it comes down to is my brain is making the assumption that biology does a fundamental level of organization and alteration of space when it's doing its biological things. You know, biological organisms they can just sit there and crank, but that's going to have an effect on the environment and on anything else they're interfacing with. And so there's sort of a natural tendency towards clumping. Um, and so that's sort of the premise behind these biovermiculations where it's like even if you just let microbes be on a rock, they're going to sort of aggregate and you're going to have different zones that are doing different things. Um, and so I think I think that is a tendency that is scalable, you know, when we think about different landscapes and different sort of plant ecosystems and different kind of animal ecosystems, you know, there is patchiness in a way to all of it um that may be decidedly less structured than what you might get abiotically. But I know far less about the abiotic end member and so I'm getting a little out there I guess, but I was told I was supposed to. So there you go. But these funny little wrinkly structures that look like Maggie, I notice your hand's up and we haven't heard your your voice yet in this part of the discussion. So do you want to go next? Amanda, you're raising your your your non virtual hand, your real hand. Sure. Well, my hand's up because you asked my hand to be up because we're having a side conversation in the um, in the chat. Oh yeah. I I want to try to get to some others. Call Dan Huber. Well I I do have some thoughts on that. I mean it doesn't seem like there's any one biosignature that could ever be a slam dunk. Um kind of relating back to the the end of Vicky's talk. Um, like what is the the minimum set of data that needs to corroborate in order for us to call it a biosignature. I think might be the way that I would think about it. I could certainly start making a list and um it might take a while to actually pair it down to something that is reasonable and rational. Um. I think that that the shortest thing I could say is I think we'll learn a lot more when if we do them all all the searches um because they're also beyond just being different environments, they're because they're different environments, they're asking different fundamental questions. Right? I even think the question of is there life on Europa versus Enceladus is in some astrobiological context asking two very different questions about, you know, is water enough or do you really need rock water interaction for example if there's not that occurring as bigger saying in as it is in Europa. But Enceladus is an easier place to get. So you you take that difference and you expand it to Venus and Mars and exoplanets and a variety of exoplanets. Now you're really getting at comparative what I call comparative astrobiology, not just comparative planetology which is what we've been doing the last, you know, few decades. Um and that's fun. But I don't know exactly what we'll learn yet because we got to do the measurements first. That's that's a good one. I haven't heard about that before. I have to remember that that strategy.",,"uh, um, think, different, know, life, really, like, sort, hand, biology, lot",3,0,3
2021_06_11_SLU_S1,2021_06_11_SLU_S1_B1,918.0,-60,-10,0,30,5,4,0.0,1,1,15,5,0.0,1,3,"All right, what do we want to say on the is air propagation bullet point because it's a bit Um and so I think if you know, a little bit of forethought, we can think of um, you know, what biosignatures would we have detected given these capabilities and therefore what scenarios can we rule out? And yes, maybe we we're left with a with a with a myriad of false negatives. We can have that as a finding to say that that that needs to be. Even though it's. So, no, can you um either articulate that again or just put some text in there? Can you","Oh, the links the links are you doing in the Google Doc or are you doing in the PowerPoint? It's in the PowerPoint. And the link to the PowerPoint's in the chat. I can put it in. Right. That's a great point, Eddie, and I think that there can be a lot a lot that can be learned from solar system missions. I'd have to think a little more. Okay, comments? Yeah, I guess I just say that the there's maybe I mean this we didn't talk about it so maybe that much so it's not one but I just I like the idea of of basically if you wanted to expand it more, I like the idea of of I think I think you can say that. I I would push back a little bit that So I mean if you look at Mars as an example, look at how many missions we've had there. And so they were, I mean discounting Viking, at first they were habitability missions and now we're moving into life detection. And so if you think about that translate that to exoplanets, what would be your ideal situation to have a series of missions and maybe you initially come up with some, um, I think Tessa Fisher coined this phrase bio hints and how might you follow that up. Yeah. anyway that organic cycles don't have strong feedbacks or don't regulate. So I have pasted um the link to the. PowerPoint slide that we're to fill out. Um, so maybe as we're having this discussion either Andy or any of you really we can start to add those bullet points there.",,"think, missions, powerpoint, maybe, um, mean, say, don, doing, idea, just, links",0,0,0
2021_06_11_SLU_S10,2021_06_11_SLU_S10_B1,906.5,-60,-10,0,30,4,3,0.0,1,0,9,6,0.0,0,3,"Um I was thinking about some other random things like um uh like it's it's really hard to figure out uh why a microbe dies. Um specifically, right? It's really hard to autopsy microbes. Um and so sort of pinpointing specific, you know, maybe there was oxygen. But like really what was it a radical, you know, mechanism? What was the actual cause of death? Someone who hasn't done it in the past too. Yeah. Nick.","Should I um write down like notes about um every individual person's ideas or just the things we spend a little bit more time on? I think along the lines of microbial death, right? I think we our previous session there was this whole the way it was phrased was really cool because it was like we want to try to tell living from non-living from dead. And that dead category I think is a really interesting one too that could be really useful here and like what is dead? There are still genes there and obviously there's all sorts of things waking up from the permafrost that might have seemed dead. Um and you know, if organisms don't have to die and don't lose their tissues, I think that is an interesting thing to potentially look for just these like quiescent hanging out not growing, not living, not actually consuming much energy but somehow being maintained um theoretically that could happen over really long time scales, right? I want to make one comment on spatial scale for these gradients, which is just that obviously when you're evolving in the first place, you need it to be relatively easy, but there are certainly organisms on earth that can separate their redox half reactions with handy wires um for example and so that is a conceptually possible model too. I think a similar example is that there's very large number of brown dwarfs out there. Many of them have temperatures. We know now some that have temperatures that are as cold as Earth or sometimes even cooler than that. And so they have regions within their atmospheres, of course there's temperature gradients etc. But they are they are regions in the atmospheres where water can condense out and uh there are some obvious challenges, but uh I think those objects may actually be easier to access than habitable planets and study. Well, I think one other thing that interests me a lot is also the temporal variability. So sure it can actually almost easier to measure dramatic changes in flux than it is to measure the actual flux of the thing. So in thinking about extremes are there way are there environments in which we may be stressing, quote unquote stressing, although it clearly likes it, life to go into these sort of dormant alive phases that could be detectable then. Right. Oh, there's an image in the chat. See, I'm not looking at the chat. I'm totally this is all happening behind my back. This is Oh, wow. Okay, that's definitely going into the PowerPoint. Yeah, that's great. So the way it's been working in the previous ones that I've been in at least is that, you know, you basically write down everything that people are saying is to the best of your ability and then at the end we kind of look through it and and come up with key points and summarize uh themes.",,"think, um, really, dead, like, just, uh, right, actually, know, thing, living",0,0,1
2021_06_11_SLU_S11,2021_06_11_SLU_S11_B1,874.0,-60,-10,0,30,3,3,0.0,0,0,9,5,111.11111111111111,0,1,"Great, thanks. Uh, Enrico. find my mute button. Um, I'm Rika Anderson. I'm an assistant professor at Carlton College. Um, I use the tools of bioinformatics to study microbial evolution, both over deep time, but also maybe most relevant for this conversation, um, in deep sea hydrothermal vents. So I spend a lot of time thinking about selection pressures in hydrothermal systems and settings for origin of life and so on. Yeah, so could we discuss this further? I mean, I think this great topic for discussion and Jake, you know, brought us back into the practical. Are there any practical uh ideas, protocols, things that we could try and do?","There's a lot of assumptions that go into that interpretation. I do understand that, but Um but but I think it's a prediction of one of the possible end member states. I mean, Laurie, do you want to do you want to expand on that some? Great, thank you. And Jay. Yeah, this is actually something that we've we've worked on a lot um and proposed various times. So it's I think that with instruments there you you just get such a small amount of the overall information that you really could get even with all your state of the art lab stuff, but it's always degraded organics and it's, you know, oxidized organics and things like that. Hi everyone. Um, I'm an assistant professor in the chemistry department at College of Charleston, which is a PUI. Um, we study um uh wet dry cycling and uh we form kind of protobiopolymers and we sequence them using things like mass spectrometry, we do a lot of infrared spectroscopy. You know, I'm interested in questions like um why are the, you know, kind of 20 canonical amino acids in our peptides and proteins and why not other ones that would have been present on the prebiotic earth. Um, how do you differentiate biotic and abiotic polymers, things like that. That's a good point. Thank you. So we have uh what seven minutes left to uh uh maybe we should look at what uh we should report. Yeah, it is a good point because we have to think about the instruments as well. We our overall dialogue is about understanding life is there.",,"um, uh, like, think, things, things like, lot, know, think instruments, want, organics, thank",0,0,0
