session,speaker,global_timestamp_sec,transcript
2021_05_21_ABI_S14,Ping Wang,1091.0,"Uh so um in terms of diabetes um there's a there's a very big problem for us like for the endogenous beta cell imaging, beta cell mass imaging. That's a very big problem and people trying to solve this problem for 20 years still not successful. Um because of limited uh special resolution and also the sensitivity we use. We have been tried with the MRI mostly and some people tried pet. So that's why people trying to uh combine the pet MRI uh to complement each other to increase the uh sensitivity and the special resolution. Um in creating um like receptor imaging also it's a big big part for the metabolic imaging. Um example for that is the GLP1 glucagon like peptide one. Um that's also related to the beta cell imaging."
2021_05_21_ABI_S14,Ping Wang,708.0,"Yeah, some uh developed for the optical imaging can um also can be considered like radio labeled, yeah, for para paramize."
2021_05_21_ABI_S14,Candace Fleischer,961.0,"it's it's naturally integrated into every MRI whether you use it or not. You you kind of have to pay extra for it when you're buying your system. So if you didn't do that you won't have it. But um even non-academic sites are using spectroscopy for tumors. Um so I wouldn't say it's routine, but I would say for so for example for fatty liver disease it is routine because that's a really great way to quickly sample fat distribution."
2021_05_21_ABI_S14,Lu Wei,1095.0,And also um uh I I saw there's a question on um whether there's a aptamer uh based uh probes that could be developed to imaging metabolites.
2021_05_21_ABI_S14,Jin Zhang,639.0,"Well, I guess related to that, there perhaps um, there isn't a need to really look at very, very specific species, right, in that setting. Just uh looking at overall perhaps, you know, phospho phosphorus um or or fat signal, um you don't have to really look at a one particular lipid species. That's my question related to the MRI."
2021_05_21_ABI_S14,Candace Fleischer,693.0,"Um so we can take an image and see areas that were weren't resected given metabolic ratios in the brain and then we can target those regions. Um, so you you're right, you certainly don't have to. It can be untarget kind of an untarget metabolomics approach."
2021_05_21_ABI_S14,Seu Sim,961.0,Yeah.
2021_05_21_ABI_S14,Alexandra Walsh,811.0,"Right. So it's it's just like normal fluorescence. So whatever techniques you use, it's it we can do it too. Um, so so we can do single photon and it's really great at looking at cells on a dish, but we can also adapt it for multiphoton and optical technologies that can do three-dimensional things like organoids or even in vivo up to a couple millimeters."
2021_05_21_ABI_S14,Kevin Cash,890.0,"Uh yeah, I can share the screen."
2021_05_21_ABI_S14,Allison Dennis,639.0,"think given the constraints of the the report out, keeping it to the general challenges, like there's always the challenge of signal to noise and the um, having enough signal for a small concentration analyte. Those things are endemic regardless of your modality."
2021_05_20_ABI_S6,Benjamin Bartelle,749.0,"Sorry, Arizona State University."
2021_05_20_ABI_S6,Matt Lovett-Barron,919.0,Yeah.
2021_05_20_ABI_S6,Matt Lovett-Barron,839.0,Yeah.
2021_05_20_ABI_S6,Alexandra Dickinson,1002.0,"Um you can that's a good question. I would have to think about that. That does not really exist, but there are there is a movement towards towards doing liquid mass spectro or liquid chromatography mass spectrometry. Sorry."
2021_05_20_ABI_S6,Benjamin Bartelle,636.0,"Okay, how about that? Yeah. How about something like that? How do we use large data sets? Nobody says big data, right? That's that's gosh now, right?"
2021_05_20_ABI_S6,Anna Moore,661.0,"Okay, wait. Okay, 25."
2021_05_21_ABI_S3,Alexandra Dickinson,624.0,"41, yeah."
2021_05_21_ABI_S3,Shwetadwip Chowdhury,648.0,"Uh, I can do reporter if no one if no one else wants to do it."
2021_05_21_ABI_S3,Shwetadwip Chowdhury,799.0,and
2021_05_21_ABI_S3,Shwetadwip Chowdhury,809.0,"Sure. Yeah, so the general field of completion microscopy, contrast can be anything. Um so for me specifically, I've my my current history has focused mostly on uh fluorescence and phase imaging and refractive index imaging. So right now specifically I'm focusing more on refractive index as a label free technique. So this is maybe that's why I've been placing this scenario."
2021_05_21_ABI_S3,Stefan Wilhelm,1116.0,"I'm just curious, so for the uh for the applications you want to do, um what is the motivation of go to higher I mean super resolution if the if you are just looking for nanoparticles. You only see where nanoparticles are uh in terms of relationship with the intracellular structures, fine structures or"
2021_05_21_ABI_S3,Stefan Wilhelm,610.0,"show and our our hope is once we understand what those transport mechanisms and pathways are, we can design uh drug carriers that are more efficient in overcoming uh the blood vessel walls. So hopefully this will eventually lead to increasing the delivery of drugs into solid tumors. Thanks."
2021_05_21_ABI_S3,Wei Min,610.0,"probes that requires chemical engineering and organic synthesis. Sure, sure. It's something that Raman's Raman's typically don't work out, right? So again, it's it's an interface type of thing. Yeah."
2021_05_21_ABI_S3,Shwetadwip Chowdhury,771.0,"Oh, they have a 3D library. a 3D collection. Like like they that includes a 3D phase library? Like 3D refractive index library?"
2021_05_21_ABI_S3,Shwetadwip Chowdhury,858.0,"Wait, so does that mean that they're going to like fly over to the Allen Institute to do their data collection or they'll build a copy of that microscope and."
2021_05_21_ABI_S3,David Van Valen,983.0,"Exactly, right?"
2021_05_21_ABI_S3,Wei Min,921.0,"For example, auto fluorescence, right? It it's also a non label free uh sorry, a non label strategy. So for us can work with those. It's just that fluorescence has sufficiently high sensitivity that you just need one type of protein can give you sufficient signal."
2021_05_21_ABI_S3,Shwetadwip Chowdhury,1061.0,"Like ramen, photo acoustics. A lot of these very complex even like a lot of light sheet microscopes are like when you see them in in an optic lab they look extremely intimidating."
2021_05_21_ABI_S3,Shwetadwip Chowdhury,1107.0,"Yeah, so yeah."
2021_05_21_ABI_S3,Luke Mortensen,980.0,"Like maybe you could use that to get the same kind of refractive index information, you know, to some degree and that if it could be combined with like whatever like Raman, you know, maybe there may be ways to get all the way back where you can use the pluses and minuses of each technology. Um, because I mean even things like uh reflectance confocal microscopy which have been around for like ages, you know, are um provide a ton of information and people are still struggling with how to make that meaningful for for others to use, you know, like people are trying to I don't know, create like H and E variants so you can look at the skin and have like a live H and E stain really look around, you know, like a and other people like that. Um, so it seems like there's just like this spectrum of opportunity."
2021_05_21_ABI_S3,Wei Min,760.0,You you buy like 15 nanometer bead and then you calibrate your your resolution of a microscope. That's something that people always been always do that.
2021_05_21_ABI_S3,Wei Min,839.0,"I think Rama is is definitely quantitative by nature. It's it's in my mind is even more quantitative than fluorescence because uh it the signal is always linearly depend on the concentration of chemical bond in your in your probe volume and there's no energy transfer, no photo bleaching, no self quenching. So essentially we're reporting the number of chemical bonds in the sample. So that's what we can report. And of course, how to translate that into a concentration or into, you know, how much what's the milligram of the molecules that that needs some simple chemical conversion, but I think the the whole the whole chain of the calculation is very very very very quantitative."
2021_05_21_ABI_S3,Srigokul Upadhyayula,750.0,"Yeah, so we've actually published um in 2019 the combination of expansion with lattice light sheet. Um the application obviously there is that we can do scalable tissue level um super imaging, right? Um"
2021_05_21_ABI_S3,Barbara Smith,834.0,Now well expansion is not
2021_06_11_SLU_S1,Laura Barge,617.0,"Looks like it, yeah."
2021_06_11_SLU_S1,Niki Parenteau,629.0,So more of an agnostic bio signature?
2021_06_11_SLU_S1,Victoria S Meadows,835.0,"But but I mean but the time scales of that those impacts are going to be fairly long. So I mean we, you know, we as a species, you know, we can't really propose that we're going to observe for millions of years to see something happen. So is is there any is there any other mechanism you can think of that might produce an observable like it are there are there are there things that would move in concert in a certain way because of regulation that that we"
2021_06_11_SLU_S1,Nathaniel Gabor,884.0,"And so there's a pattern there that suggests that you know, you're getting you're taking a snapshot in time of the process of these mushrooms growing in a sense. So there might be regulation in that sense that you could take a snapshot of, you know, say trees on a on a continent and it might tell you something about whether they've regulated."
2021_06_11_SLU_S1,Nathaniel Gabor,740.0,"Can I follow on that? I so so we had this I had a little discussion yesterday that it was just like what Nicole suggested I think where um if you step back from the context of of exoplanet science for a second, right now there's a lot of effort in putting people in space again, right? Getting them to the moon and potentially getting them to Mars. And it really makes me wonder if you could piggy back on these missions to basically build instruments that were had a much quicker turnaround, were not nearly as capable as these big missions, but when combined, you could perhaps do something like interferometrically that would allow you to observe in a very different way. So I I actually as an outsider, I was wondering, you know, given the current emphasis in getting people on the moon again, you could imagine instrumentation on the moon that is basically doing some sort of combined effort astronomy where it's not so focused and siloed. Um, I don't know if that's feasible from, you know, the perspective of your funding and how that would ever happen, but it seems like an opportunity, right? There's this kind of effort for commercialization of space travel. So maybe you could take advantage of that in the short term."
2021_06_11_SLU_S1,Niki Parenteau,930.0,"So I mean if you look at Mars as an example, look at how many missions we've had there. And so they were, I mean discounting Viking, at first they were habitability missions and now we're moving into life detection. And so if you think about that translate that to exoplanets, what would be your ideal situation to have a series of missions and maybe you initially come up with some, um, I think Tessa Fisher coined this phrase bio hints and how might you follow that up."
2021_06_11_SLU_S1,Victoria S Meadows,840.0,Rocky things have atmospheres too. Just tiny ones.
2021_06_11_SLU_S1,Victoria S Meadows,836.0,"I I think at this point too, Nikki, we might just have to go to what are our three bullet points and try and figure those out in the next 15 minutes, maybe start to synthesize instead of going off in a new direction. new topic if we're not sure we can do justice to what you've just put out there. Um Yeah, I think yeah, my my concept of this topic was much more in the confidence level direction, but I think we've really gone into alternative bio signatures instead and I say we just go with it and um yeah, write out what we have here."
2021_06_11_SLU_S1,Victoria S Meadows,852.0,Yeah.
2021_06_11_SLU_S1,Victoria S Meadows,923.0,And the link to the PowerPoint's in the chat. I can put it in.
2021_06_11_SLU_S10,Anat Shahar,922.0,"So the way it's been working in the previous ones that I've been in at least is that, you know, you basically write down everything that people are saying is to the best of your ability and then at the end we kind of look through it and and come up with key points and summarize uh themes."
2021_06_11_SLU_S10,Laura Schaefer,694.0,"There is actually a crust. it's got very it's got extreme heat output but it's very localized in in specific volcanic centers. Um and you know, it looks like there is a lot of global resurfacing going on, but that largely seems to be plume deposits and not necessarily volcanic, you know, lava flows crossing the surface. A lot of volcanism on IO is is restricted to lava lakes uh actually, which are, you know, pumping out a lot of heat. Um so the the internal heat mechanism uh heat uh transport mechanism on IO is heat pipe um transported. there's no stagnant lid or or plate tectonics kind of tectonic settling. Um so you've got these very localized centers but the rest of this the surface seems stable."
2021_06_11_SLU_S10,Jennifer Glass,970.0,Lower. Like one is like pure water and then it goes down.
2021_06_11_SLU_S10,Jennifer Glass,970.0,Lower. Like one is like pure water and then it goes down.
2021_06_11_SLU_S10,Jennifer Glass,820.0,"But I think that life can survive in clouds, just not Venus's. I think it does in our clouds."
2021_06_11_SLU_S10,Daniel Apai,914.0,"I think a similar example is that there's very large number of brown dwarfs out there. Many of them have temperatures. We know now some that have temperatures that are as cold as Earth or sometimes even cooler than that. And so they have regions within their atmospheres, of course there's temperature gradients etc. But they are they are regions in the atmospheres where water can condense out and uh there are some obvious challenges, but uh I think those objects may actually be easier to access than habitable planets and study."
2021_06_11_SLU_S10,Jennifer Glass,1057.0,The way is completely unknown and and I think most biologists don't think it's from life. So.
2021_06_11_SLU_S10,Nicolas Cowan,841.0,"And then the other thing we talked about was um the we talked for a while about the naked cores of like sub Neptunes and whether those are really any different or less habitable than um than uh like a bonafide rocky planet and the consensus seemed to be they're probably not that different. They might actually have more volatiles if I understood correctly because they've lost, you know, they started with a whole bunch of volatiles and then they just lost the hydrogen and the helium and so they might end up with like more carbon and nitrogen and oxygen than we would expect on a terrestrial planet. But I maybe I got that backwards. So Laura, if I got it backwards, correct me, please."
2021_06_11_SLU_S10,Nikole Lewis,648.0,"there would be like a sky based algae bloom, is that what you're okay."
2021_06_10_SLU_S4,Nicolas Cowan,665.0,"Yeah, Chris beat me to it."
2021_06_10_SLU_S4,Victoria S Meadows,771.0,"Yeah, I I might recommend to Silog that they create create the documents for us because I've seen that and I just it's break out group one, two, three."
2021_06_10_SLU_S4,Jennifer Glass,963.0,Yeah.
2021_06_10_SLU_S4,Andro Rios,1083.0,"They see these other organics that maybe they don't necessarily link to biotic chemistry, but perhaps um, you know, perhaps this is a way to identify false positives or maybe emerging biological."
2021_06_10_SLU_S4,Jennifer Glass,648.0,Just pointing out that there's two hands raised too.
2021_06_10_SLU_S4,Edwin Kite,786.0,"Uh yeah, so Stephanie and I have talked about one possibility. So uh, with mass and radius data alone, uh, we can't tell the difference between a world with a really deep ocean uh, and a world with no ocean at all. Um, so uh, an example would be uh a world with a uh buried clathrate layer that uh around a main sequence star that as the uh star warms up, the clathrate is destabilized gradually and so you have a a leak of methane into the atmosphere and that would could be totally consistent with an oxygenated atmosphere that forms early through hydrogen escape."
2021_06_10_SLU_S4,Tyler Robinson,910.0,"biological fluxes of things, what are plausible abiotic fluxes of things, um is a is a great way of um trying to get around um the the back and forth debate of what can make go to, what can't make go to, what can make methane, what can't make methane."
2021_06_10_SLU_S4,Jennifer Glass,979.0,"Very much less probable. And so if we see something that looked like we thought it was a bio signature there, we might want to be extra cautious given those circumstances."
2021_06_10_SLU_S4,Tyler Robinson,655.0,Low key as in the trickster God.
2021_06_10_SLU_S4,Victoria S Meadows,672.0,Like a Loki planets?
2021_06_10_SLU_S4,Jennifer Glass,692.0,"Okay, false positive."
2021_06_10_SLU_S4,Nicolas Cowan,865.0,"I have a question about the icy moons. How long do we have to wait for them to be habitable in the exoplanet sense that that the ice will melt? Like as the sun gets brighter eventually the icy moons are going to have surface liquid water. How long is that going to last for? And like is it is it conceivable if you look at evolved stars that you could be seeing a planet that is now a water world that used to be an icy world or something? I mean we find planets around evolved stars. It'd be it'd be a funny day, right? For the dolphins that have a whole civilization under the ice and then one day the ice melts and they're like, woo! The whole world out there."
2021_06_10_SLU_S4,Edwin Kite,998.0,Um it's like two paragraphs in a nature paper no one's followed up on it. Um and um it's not clear that it's a correct argument. Uh maybe the ocean is just silica saturated somehow and the nanosilica is um just condensing right below the water uh table in the vents.
2021_06_10_SLU_S4,Edward Schwieterman,696.0,"But that's you might be fooled if you don't have complete observations, right Vicky? I mean, um, like um your yours and uh and Jake's paper that showed that uh Archean Earth and uh modern Earth, you'd see the methane and the CO2 really well, but not the oxygen. And so the oxidation state would be really hard to get."
2021_06_10_SLU_S4,Edward Schwieterman,1181.0,"Uh yes and and and you may actually drive hydrogen escape. So I think, you know, if you photolyze the methane and and escape the hydrogen and then you you also have an oxidizing flux to, you know, so I think I think you definitely need to consider that and that has to do with the, you know, the kinetics versus the thermodynamics and the and and and thinking about the evolution, the time scale uh of the system and I I add kind of the flux."
2021_06_10_SLU_S4,Victoria S Meadows,743.0,abiotic. doesn't produce by life.
2021_06_10_SLU_S4,Tyler Robinson,760.0,It seems like future exoplanet scientists um and maybe someone on this call um is going to have some constraint on the methane flux into some terrestrial exoplanet atmosphere that they obtain via retrieval and they're going to know how does this compare to abiotic and biological sources. Um and you're going to want to plop it down on a plot like we were just
2021_06_10_SLU_S4,Christopher Reinhard,696.0,"Yeah, yeah, I guess the way that I would I I guess would frame that is that you know, the the methane false positives and negatives is kind of a one particular example of this broader sort of trickster problem because it's that's an idea that could be you know, presumably applied to any uh putative bio signature. Um so"
2021_06_10_SLU_S4,Katherine de Kleer,883.0,"And broadly speaking, the exchange of materials between interiors and surfaces is relevant to to all types of planets and moons."
2021_06_10_SLU_S5,Dimitar Sasselov,689.0,"Oh, great. Thank you, Kimberly. So Kimberly is going to be our recorder and reporter."
2021_06_10_SLU_S5,Dimitar Sasselov,734.0,I think they like to use their Google Docs so that they can combine them in some way.
2021_06_10_SLU_S5,Laura Barge,831.0,"Hello everybody. So my name is Laurie Barge. I'm a research scientist at the NASA Jet Propulsion Laboratory and I'm a lab scientist mostly, though I do do some field work as well and my group is the Origins and Habitability Lab, so we study the origin of life and how life can live elsewhere. So I do a lot of work on mineral synthesis, organic chemistry with minerals, phosphorus and nitrogen chemistry."
2021_06_10_SLU_S5,Laura Barge,939.0,"There people talk about this for Enceladus because they found those organics in the plume and, you know, there's I know a debate in astronomy, which I'm not as familiar with, so maybe some of you know, but is Enceladus 4 billion years old like the rest of the stuff or is it young and formed with Saturn's rings? And if if you could imagine it were younger then is it a prebiotic world now? And so that's really interesting to me and the organics in the plume are all things that we've made in the lab prebiotically, but they're also things that life makes. So"
2021_06_10_SLU_S5,Dimitar Sasselov,966.0,That's a good point actually.
2021_06_10_SLU_S5,Laura Barge,1104.0,"If someone then could model what that would be over millions of years and then give input to the next reaction, that would be super helpful because right now we look at someone else's experiment and we're like, well, you made methane. We will have methane. And then we will make the next thing. But like I would it would be great if there was modeling in between to kind of help us do the next experiment."
2021_06_10_SLU_S5,Liming Li,1114.0,"That's actually even for Mars, we don't have very good very good knowledge for that. Of course, the for the same thing for the Venus, for the Titan, you know, for maybe for yeah. So I mean if we if we can figure out one way to better measure to better determine the surface temperature of exoplanets. I I mean it will help help us to find life maybe help us to find liquid water and life and so on. So that's my my idea, you know, I'm trying something for the planets in our solar system, not for exoplanets, but I think maybe it's worth of trying for the exoplanets."
2021_06_10_SLU_S5,Laura Barge,978.0,"Well the the earliest life evidence that's just kind of an upper bound because, you know, we don't it's it's a rock problem really. We don't have any evidence. But also origin of life, it's not it's fast but also not fast because it's geologically rapid. But also like certain parts that people study like these messy chemistries making organic monomers and whatnot, that could go on and on and just never get anywhere, but then there's bottleneck reactions where, you know, you need something specific to happen or it can't move forward."
2021_06_10_SLU_S5,Aaron Engelhart,1072.0,"10 minutes, okay."
2021_06_10_SLU_S5,Laura Barge,661.0,"I guess you would need an overarching model, right? Because you would have long-term geological process and then you'd have short-term lab process that could be extrapolated to long-term, which would then give you the input for another short-term lab process."
2021_06_10_SLU_S5,Dimitar Sasselov,677.0,Yeah.
2021_06_10_SLU_S5,Ziming Yang,884.0,"Yeah. Yeah, radicals already they they are very quick reactions, right? So uh it has some like uh like you know, a very very short short scale and for the modeling I think maybe uh uh you know, you guys learned about that is is not easy to do that. But well I think we can definitely try, you know, if it's worth is very important and very interesting. Um, and we we can design some model system to study that. you know, we we have done some like uh model organic compound that we know exactly what kinds of radicals can be formed and then we can use some you know different uh parameters, right? And to examine how the radicals, you know, form, maybe some chain reactions over time and uh yeah, so make things a little bit simpler at the beginning. So"
2021_06_11_SLU_S11,Andro Rios,741.0,"Yeah, you know, that's that's a good point. Yeah, and I was thinking more of instead of these dead end products that are being formed, which are typically really just, you know, the bad stuff. You want things to to feed back to itself so you can actually have a system go. Um, and so yeah, related to that and optimal, maybe not positive. Yeah, thank you for that."
2021_06_11_SLU_S11,Stilianos Louca,1092.0,So could autocatalysis be considered almost an almost certain signature of of of life of of a biotically driven um reaction network? That would be my my intuition.
2021_06_11_SLU_S11,Dimitar Sasselov,1152.0,That's hard stuff.
2021_06_11_SLU_S11,Gregory Fournier,977.0,Yeah.
2021_06_11_SLU_S11,Gregory Fournier,1093.0,"Oh yeah, and there's direct phylogenomic evidence of that. Um, you can look at uh green non sulfur bacteria and the most deeply branch it the most deeply branching groups are photoheterotrophs."
2021_06_11_SLU_S11,Laura Barge,901.0,"And so like with a mission, you have to detect a bunch of different things in order to make an attempt at a biosignature identification. So it's things like, you know, do we have organic molecules? What kind are they? Carbon isotopes. People look at things like cell motility or imaging. There's atmospheric detection of things that we think are just made by life and it just kind of depends on what your spacecraft constraints are and there's all sorts of technical problems here. But basically it is in some ways similar because if you detect let's say a carbon molecule or molecules or a distribution or a functionality like an autocatalytic reaction or something like that together is it life? Because you know that each one of those can happen abiotically, otherwise you could not have life's origin."
2021_06_10_SLU_S2,Dimitar Sasselov,805.0,So there we go. Why don't we start with the chemistry then?
2021_06_10_SLU_S2,Aaron Engelhart,896.0,"Um the third and there's five here just you know where I am on this. And um is uh you know, thinking about prebiotic chemistry. I think we think of it as something that happened and then there was life. But I think that it's worth considering it as we think of these questions as kind of a progress bar for the emergence of life, you know, we go from low complexity to kind of what Dimitar is talking about higher complexity. Um and I think that that might kind of inform some of our thinking about, you know, we're talking about with exoplanets. Uh and then finally the last two are kind of related. Um there's going to obviously be some geochemical constraints on what kind of protobiomolecules emerge and that's going to vary from body to body. Um and this is going to have uh you know, impacts from a chemical perspective in terms of, you know, what surfaces are presented and what kind of chemistry you can do on the surfaces."
2021_06_10_SLU_S2,Dimitar Sasselov,945.0,"Aaron, this is great and thank you for starting us off. Um there is a lot to unpack there. So uh maybe we can take it one step at a time."
2021_06_10_SLU_S2,Laura Barge,912.0,"But even if you look at the whole origin of life, which is a blip geologically, then even then you're zooming in super spin. And so any experiment that anyone's doing is going to be like this much and then you have to come back out and then you have to come back in to do the next experiment because it's not it's not just not possible for one person or lab to do the whole origin of life because you have to the time scale just doesn't make sense. Like how many chemical reactions can happen in months or a thesis time or something like that. So this is why we all work on different reactions, but they all have to connect conceptually."
2021_06_10_SLU_S2,Peter Driscoll,1132.0,Um and then there could be a completely dead geologically dead planet. And so I think there's really a whole range of those and of course a planet can pass through those regimes in time.
2021_06_10_SLU_S2,Aaron Engelhart,714.0,"Yeah, I think so."
2021_06_10_SLU_S2,Laura Barge,892.0,"You then find out that there's a different rate when you have 0.5 molar of sodium chloride and on and on it goes. And it's like this for silica, phosphorus, nitrogen. And so you end up having to do just an infinite amount of experiments to really understand what's going on and I don't know if the models are able to predict these things or if maybe just more modeling needs to be done before we do the experiment."
2021_06_10_SLU_S2,Aaron Engelhart,947.0,"silicates and it does it reversibly and we're kind of excited about it because it seems like that could be kind of a way to do compartmentalization because these lipid assemblies don't really work very well at high salt. But from what I can find, we don't completely understand what's happening when you have these uh perchlorate or the class of salts that it calls uh that uh they're member of is called a catro catrope driven uh association of nucleic acids with silicates."
2021_06_10_SLU_S2,Kimberly Lau,712.0,Shorter.
2021_06_10_SLU_S2,Liming Li,954.0,"For example, for earth is is special for earth the the difference temperature difference between surface and the top of atmosphere just a couple of 10 degrees, 20 maybe 30 degrees, not very huge. But if you check uh Venus, if you check Titan, the temperature difference is huge. So that's mean even you're current I mean actually I'm not the expert of exoplanet. I I'm not sure which method they are using to determine the temperature of exoplanets. But by my point even for the planets in our solar system, even for the planets and moons in our solar system, we don't have determine very well the surface temperature. You know, because so uh of course we have some in situ measurements for the mass surface temperature, but if you check the global, I mean global scale temperature, that's other problem. So that's mean what's the radiation budget on the top, what's the radiation transfer inside of atmosphere, then what's the precisely what's the temperature on the surface. I I mean and global scale. That's actually even for Mars, we don't have very good very good knowledge for that. Of course the for the same thing for the Venus, for the Titan, you know for maybe for yeah. So I mean if we if we can figure out one one way to better determine the surface temperature of exoplanets. That I mean it will help help us to find life help us to find liquid water and life and so on. So that's my my idea, you know I'm trying something for the planets in our solar system, not for exoplanets, but I think maybe it's worth of trying for exoplanets."
2021_06_10_SLU_S2,Aaron Engelhart,1112.0,I agree.
2021_06_10_SLU_S2,Laura Barge,834.0,"Well, the the earliest life evidence that's just kind of an upper bound because, you know, we don't it's it's a rock problem really. We don't have any evidence. But also origin of life, it's not it's fast but also not fast because it's geologically rapid."
2021_06_10_SLU_S2,Aaron Engelhart,968.0,"Basically, if you take a uh typical membrane component and cut it in half and you have a fatty acid, that's pretty much what uh we have as the model for early membranes. And those can't hold a proton gradient."
2021_06_10_SLU_S2,Ziming Yang,741.0,"Yeah, so yeah, radicals already they they are very quick reactions, right? So uh, you have some like, you know, uh, like you know, a very very short short scale and for the modeling I think maybe uh, uh, you know, you guys learned about that is is not easy to do that. But well I think we can definitely try if it's worth is very important and very interesting. Um, and we we can design some model system to study that. You know, we we have done some like a model organic compound that we know exactly what kinds of radicals can be formed and then we can use some you know different uh parameters, right? And to examine how the radicals, you know, form maybe some chain reactions over time and uh yeah, to make things a little bit simpler at the beginning. So."
2021_06_11_SLU_S7,Gregory Fournier,601.0,Hey everyone.
2021_06_11_SLU_S7,Anat Shahar,643.0,"Okay, we have one exempt."
2021_06_11_SLU_S7,Shawn Domagal,667.0,"Thank you, Greg."
2021_06_11_SLU_S7,Gregory Fournier,827.0,"Yeah, I think we have to be sorry. Um, I think it's important to make a distinction between an origin of life versus a uh origin of a detectable biosphere or a persistence of life. Because if you have some instance of abiogenesis where, you know, locally chemical evolution acquires Darwinian characteristics and however you want to define that process, you have something like life."
2021_06_11_SLU_S7,Shawn Domagal,921.0,I just it's hardest when you're the speaker as well. I'm just acknowledging.
2021_06_11_SLU_S7,Christopher Reinhard,989.0,"Yeah, then and to to that point Edwin that the Stephanie Stephanie Olsen who's been doing some interesting three dimensional ocean modeling um just varying salinity and seeing what it does to climate state and the impact is just totally astonishing. Um so you know you vary salinity uh within you know what is kind of maybe even a pedestrian range for history and on its own that can be the difference between, you know, a temperate climate and a snowball planet."
2021_06_11_SLU_S7,Anat Shahar,1153.0,Please go ahead. Absolutely.
2021_06_11_SLU_S7,Anat Shahar,793.0,"We should put that on the website, Chris. Holy Grail model."
2021_06_11_SLU_S7,Betül Kaçar,880.0,I think this is also important for folks um who who study geochemistry and not necessarily study life.
2021_06_11_SLU_S7,Shawn Domagal,965.0,"And and the outer solar system means that Catherine's an expert on is an example of such. I thought was really interesting. Because as an earth scientist, I think of the I think of I think of waterborne but uninhabited planets is the most difficult to model, but I I hadn't thought about Catherine's take on that point."
2021_06_11_SLU_S7,Anat Shahar,990.0,"Yeah, thank you Greg and thank you everyone for all that really great conversation."
2021_06_11_SLU_S6,Coco Zhang,829.0,"Yeah, so it's like a there is a range of the total amount of water. It's like the depth of your ocean, how deep, how shallow it can be and how what is the deepest limit."
2021_06_11_SLU_S6,Smadar Naoz,811.0,"and a specific inclination. But if you think about the ort cloud of or if you think about um our our own Quiper belt that has some thickness to it, um the Opic method starts to fail. So then all the predictions are not so good. So this is something that I've been thinking about a lot recently and I think that um trying from analytical point of view to try to really understand how this behavior will like exactly what you asked, where will I put the Jupiter in order to know how many impacts I'll get from different positions. I I think this requires something that well I'm plugging it in. But so something that we're working on now really to try to uh to find a a new way um it's it's pretty straightforward actually, but any way to try to uh to generalize the Opic method to different um to different configurations and to generalize to general rocks that they can come from wherever and not necessarily from uh you know, the same plane that Jupiter lies. So it's really exciting for me from this point of view apart from all the other point of views that you guys have talked about."
2021_06_11_SLU_S6,Daniel Huber,958.0,"Yeah. Yeah, not not close enough to mess with the orbits, yeah."
2021_06_11_SLU_S6,Andrew Vanderburg,1075.0,A few of us were thinking about that yesterday. And I think what we concluded is that the biggest difference will be that older stars will have fewer radiogenic elements so you won't get less radioactive decay and heating in the core.
2021_06_11_SLU_S6,Smadar Naoz,678.0,Mhm.
2021_06_11_SLU_S6,Daniel Apai,705.0,"I mean of course you would expect the metallicity to to have probably the largest impact on the gas giants occurrence rates. But yeah, I I I agree with you. I mean I think that's quite possible that you would end up with."
2021_06_10_SLU_S3,Andrew Vanderburg,600.0,"Hi everyone. Um, I'm Andrew Vanderberg. I am an astronomer at the University of Wisconsin Madison, but I'm moving to MIT this summer. Um, I study exoplanets mostly with observations using space telescopes and instruments on the ground."
2021_06_10_SLU_S3,Natasha Batalha,724.0,"Hi all. Uh Natasha Batalia, I'm a researcher at NASA Ames. I've been there mostly in the in the post pandemic world, so only been there for about a year. But um, I also do theoretical characterization of exoplanet atmospheres and some observations."
2021_06_10_SLU_S3,Keith Hawkins,775.0,"Hi everyone. Um, I'm Keith Hawkins. Um, I'm an assistant professor at UT Austin in my I guess going into my fourth year, which is kind of crazy. Um, I actually have to I'll drop off the call in about 20 minutes and come back because I have my third year mid 10 year review. Um, and what was I going to say? Oh yes, I do I'm probably the only person here that doesn't really focus that much on exoplanets. I do galactic archaeology and galactic science. Um, with an emphasis on stellar um stellar chemistry."
2021_06_10_SLU_S3,Natasha Batalha,696.0,"And so um, I feel like to to develop a statistical framework requires actually like defining a very focused question in the beginning. And so the questions that I wrote down were just like very basic like what is the fraction of planets that have oxidized versus reduced atmospheres or um, you know, what is the fraction of planets that have compositions that that deviate from chemical equilibrium. Um, I don't know if those like types of those types of questions would get more at the what is the diversity of atmospheres instead of saying like is there oxygen or not."
2021_06_10_SLU_S3,Daniel Apai,913.0,"Thank you and we can go to those who haven't um shared their thoughts with us yet. So I think Andrew, Nicole, Andy. I go I go ahead. Go ahead Andy. Yeah, I think um when we're thinking about this theoretically, we would all like a nice laboratory where we could, you know, do what Courtney said and change metallicity and look at 30 planets there and then change some other planet some other property and look at planets there. And I think um at least initially we're not going to be so lucky. Um, we're going to have a very, very small number of planets. They're going to have 12 different properties each, their stars are going to have different properties. Um, and that's that's realistically how we're going to start and we're going to learn a lot then and probably refine the experiment as we go as astronomers do unlike normal laboratory scientists."
