person_name,conference,year,session_id,segment,session_duration_sec,p_speaking_duration_sec,p_turns,ann_knowledge_sharing_score,ann_evaluation_practices_score,ann_idea_management_score,ann_coordination_and_decision_practices_score,ann_information_seeking_score,ann_relational_climate_score,ann_none_score,ann_participation_dynamics_score,ann_integration_practices_score
Eddie Schwieterman,2021SLU,2021.0,S4,first,3476.0,20.0,1,2.0,,,,,1.0,,,
Victoria Meadows,2021SLU,2021.0,S4,first,3476.0,216.0,36,11.0,3.0,12.0,16.0,5.0,11.0,0.0,14.0,
Edwin Kite,2021SLU,2021.0,S4,middle,3476.0,222.0,12,10.0,4.0,7.0,0.0,3.0,1.0,0.0,2.0,1.0
Stephanie Olson,2021SLU,2021.0,S4,first,3476.0,17.0,1,2.0,,,,,,,,
Andro C. Rios,2021SLU,2021.0,S4,last,3476.0,76.0,8,1.0,,,,6.0,6.0,0.0,,
Silvia Ronco,2021SLU,2021.0,S4,last,3476.0,65.0,7,8.0,,,4.0,,0.0,0.0,,
Jennifer B. Glass,2021SLU,2021.0,S4,last,3476.0,124.0,19,5.0,3.0,8.0,,10.0,1.0,0.0,,2.0
Chris Reinhard,2021SLU,2021.0,S4,last,3476.0,117.0,8,4.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,
Nick Cowan,2021SLU,2021.0,S4,last,3476.0,170.0,8,10.0,2.0,4.0,1.0,4.0,0.0,,,
Tyler D. Robinson,2021SLU,2021.0,S4,last,3476.0,209.0,10,8.0,3.0,8.0,,6.0,1.0,,1.0,1.0
Edwin Kite,2021SLU,2021.0,S4,first,3476.0,38.0,2,4.0,,,,,,,,
Tori Hoehler,2021SLU,2021.0,S4,last,3476.0,130.0,7,3.0,,,4.0,,6.0,,4.0,2.0
Andro C. Rios,2021SLU,2021.0,S4,middle,3476.0,7.0,2,,,,,,0.0,,0.0,
Nick Cowan,2021SLU,2021.0,S4,middle,3476.0,63.0,4,3.0,2.0,2.0,,3.0,1.0,,,
Meredith MacGregor,2021SLU,2021.0,S5,first,3951.0,50.0,3,3.0,,,,,1.0,,,
Laurie Barge,2021SLU,2021.0,S5,middle,3951.0,285.0,9,14.0,2.0,10.0,,6.0,1.0,,1.0,
Trinity L. Hamilton,2021SLU,2021.0,S5,middle,3951.0,2.0,1,,,,,,1.0,,1.0,
Dimitar Sasselov,2021SLU,2021.0,S5,first,3951.0,482.0,41,8.0,2.0,4.0,29.0,9.0,19.0,0.0,9.0,2.0
Ziming Yang,2021SLU,2021.0,S5,last,3951.0,294.0,9,14.0,5.0,15.0,2.0,4.0,0.0,,,
Aaron E. Engelhart,2021SLU,2021.0,S5,middle,3951.0,127.0,10,9.0,,5.0,,,5.0,0.0,,
Liming Li,2021SLU,2021.0,S5,last,3951.0,245.0,4,8.0,2.0,3.0,,,,,,
Trinity L. Hamilton,2021SLU,2021.0,S5,first,3951.0,29.0,2,2.0,,,,,0.0,,,
Laurie Barge,2021SLU,2021.0,S5,first,3951.0,97.0,6,8.0,2.0,2.0,1.0,,1.0,,,
Aaron E. Engelhart,2021SLU,2021.0,S5,first,3951.0,265.0,6,7.0,2.0,4.0,3.0,,,,0.0,
Peter Driscoll,2021SLU,2021.0,S5,last,3951.0,26.0,1,,,,,2.0,,,,
Ziming Yang,2021SLU,2021.0,S5,middle,3951.0,85.0,3,4.0,2.0,2.0,,2.0,1.0,,,
Kimberly Lau,2021SLU,2021.0,S5,last,3951.0,57.0,4,2.0,,4.0,,4.0,1.0,,1.0,
Ziming Yang,2021SLU,2021.0,S5,first,3951.0,36.0,1,2.0,,,,,2.0,,,
Meredith MacGregor,2021SLU,2021.0,S5,last,3951.0,104.0,7,6.0,1.0,3.0,,6.0,0.0,0.0,2.0,2.0
Peter Driscoll,2021SLU,2021.0,S5,middle,3951.0,83.0,2,2.0,,2.0,,2.0,,,,
Richard Wiener,2021SLU,2021.0,S5,last,3951.0,25.0,6,1.0,1.0,1.0,7.0,,,,,
Kimberly Lau,2021SLU,2021.0,S5,middle,3951.0,107.0,2,4.0,,4.0,,,,,,
Gongjie Li,2021SLU,2021.0,S5,last,3951.0,137.0,4,2.0,1.0,4.0,,4.0,4.0,,,
Dimitar Sasselov,2021SLU,2021.0,S5,last,3951.0,277.0,19,9.0,6.0,4.0,4.0,1.0,6.0,0.0,5.0,5.0
Peter Driscoll,2021SLU,2021.0,S5,first,3951.0,30.0,2,2.0,,,,,0.0,,,
Trinity L. Hamilton,2021SLU,2021.0,S5,last,3951.0,50.0,2,,,2.0,,4.0,,,,
Laurie Barge,2021SLU,2021.0,S5,last,3951.0,234.0,11,11.0,6.0,9.0,4.0,8.0,0.0,,,3.0
Meredith MacGregor,2021SLU,2021.0,S5,middle,3951.0,141.0,4,8.0,,6.0,,4.0,2.0,,,
Kimberly Lau,2021SLU,2021.0,S5,first,3951.0,18.0,7,3.0,,1.0,2.0,1.0,1.0,,1.0,
Aaron E. Engelhart,2021SLU,2021.0,S5,last,3951.0,248.0,15,8.0,4.0,5.0,6.0,7.0,6.0,,,
Gongjie Li,2021SLU,2021.0,S5,middle,3951.0,93.0,5,6.0,,4.0,1.0,2.0,0.0,,,
Dimitar Sasselov,2021SLU,2021.0,S5,middle,3951.0,324.0,16,7.0,8.0,14.0,2.0,13.0,7.0,0.0,5.0,
Hilke Schlichting,2021SLU,2021.0,S6,last,3772.0,282.0,22,24.0,5.0,5.0,,6.0,8.0,,2.0,1.0
Laura Schaefer,2021SLU,2021.0,S6,last,3772.0,84.0,22,6.0,1.0,3.0,1.0,14.0,,0.0,,
Jochen Marschall,2021SLU,2021.0,S6,first,3772.0,9.0,1,1.0,,,,,0.0,,,
Jamie Bender,2021SLU,2021.0,S6,first,3772.0,12.0,1,2.0,,,,,2.0,,,
Christopher Hamilton,2021SLU,2021.0,S6,middle,3772.0,256.0,3,6.0,4.0,2.0,,2.0,,,,
Brad Foley,2021SLU,2021.0,S6,middle,3772.0,43.0,3,4.0,3.0,2.0,,,,,,1.0
Greg Fournier,2021SLU,2021.0,S6,middle,3772.0,384.0,15,12.0,4.0,14.0,,6.0,2.0,0.0,1.0,
Anat Shahar,2021SLU,2021.0,S6,last,3772.0,166.0,23,6.0,2.0,5.0,12.0,11.0,15.0,,3.0,6.0
Morgan Cable,2021SLU,2021.0,S6,middle,3772.0,44.0,3,2.0,4.0,6.0,,2.0,1.0,,,
Shannon MacKenzie,2021SLU,2021.0,S6,last,3772.0,72.0,5,8.0,2.0,3.0,,,,,,2.0
Greg Fournier,2021SLU,2021.0,S6,first,3772.0,27.0,1,2.0,,,,,,,,
Christopher Hamilton,2021SLU,2021.0,S6,first,3772.0,43.0,1,2.0,,,,,2.0,,,
Mathieu G. A. Lapotre,2021SLU,2021.0,S6,last,3772.0,31.0,3,2.0,,2.0,,2.0,0.0,,,
Brad Foley,2021SLU,2021.0,S6,first,3772.0,81.0,2,4.0,,2.0,,2.0,,,,
Hilke Schlichting,2021SLU,2021.0,S6,middle,3772.0,141.0,6,2.0,6.0,5.0,2.0,2.0,2.0,,1.0,
Laura Schaefer,2021SLU,2021.0,S6,middle,3772.0,34.0,1,,,2.0,,2.0,1.0,,,
Morgan Cable,2021SLU,2021.0,S6,first,3772.0,73.0,7,8.0,,2.0,1.0,,1.0,,,1.0
Anat Shahar,2021SLU,2021.0,S6,middle,3772.0,35.0,8,1.0,,2.0,1.0,2.0,2.0,,6.0,
Laura Schaefer,2021SLU,2021.0,S6,first,3772.0,121.0,4,6.0,1.0,4.0,,,,0.0,,
Joe Levy,2021SLU,2021.0,S6,last,3772.0,171.0,13,3.0,1.0,2.0,2.0,12.0,9.0,,,2.0
Hilke Schlichting,2021SLU,2021.0,S6,first,3772.0,38.0,1,2.0,,,,,,,,
Shannon MacKenzie,2021SLU,2021.0,S6,middle,3772.0,50.0,4,4.0,4.0,,,,,0.0,,1.0
Victoria Meadows,2021SLU,2021.0,S6,first,3772.0,38.0,1,2.0,,2.0,,,,,,
Mathieu G. A. Lapotre,2021SLU,2021.0,S6,middle,3772.0,88.0,3,2.0,,2.0,,,1.0,,1.0,2.0
Anat Shahar,2021SLU,2021.0,S6,first,3772.0,123.0,30,6.0,,,11.0,7.0,9.0,,10.0,
Mathieu G. A. Lapotre,2021SLU,2021.0,S6,first,3772.0,424.0,6,8.0,2.0,4.0,,,1.0,,,
Joe Levy,2021SLU,2021.0,S6,middle,3772.0,17.0,1,,,,,2.0,,,,
Christopher Hamilton,2021SLU,2021.0,S6,last,3772.0,603.0,18,24.0,2.0,12.0,3.0,4.0,6.0,,,
Brad Foley,2021SLU,2021.0,S6,last,3772.0,65.0,5,2.0,1.0,4.0,,,,,,2.0
Greg Fournier,2021SLU,2021.0,S6,last,3772.0,103.0,27,19.0,,6.0,,12.0,4.0,0.0,,1.0
Morgan Cable,2021SLU,2021.0,S6,last,3772.0,34.0,4,2.0,0.0,3.0,,,1.0,,,
Joe Levy,2021SLU,2021.0,S6,first,3772.0,80.0,5,5.0,,,5.0,2.0,2.0,,,
Amanda Stockton,2021SLU,2021.0,S7,middle,3508.0,85.0,4,2.0,1.0,4.0,,2.0,,,2.0,1.0
Shawn Domagal-Goldman,2021SLU,2021.0,S7,last,3508.0,470.0,24,13.0,6.0,12.0,8.0,3.0,7.0,0.0,17.0,1.0
Nathaniel M. Gabor,2021SLU,2021.0,S7,last,3508.0,249.0,11,8.0,3.0,9.0,,6.0,4.0,,1.0,2.0
Marc Neveu,2021SLU,2021.0,S7,last,3508.0,148.0,4,4.0,,4.0,1.0,,1.0,,2.0,
Tim Lyons,2021SLU,2021.0,S7,middle,3508.0,224.0,11,13.0,3.0,5.0,3.0,5.0,4.0,,1.0,
Magdalena R. Osburn,2021SLU,2021.0,S7,first,3508.0,80.0,4,3.0,,,1.0,,,0.0,1.0,
Amanda Stockton,2021SLU,2021.0,S7,first,3508.0,29.0,2,1.0,,,,,2.0,,,
Paula Driedger,2021SLU,2021.0,S7,first,3508.0,72.0,1,2.0,,,,,1.0,,,
Betül Kaçar,2021SLU,2021.0,S7,last,3508.0,84.0,3,2.0,,2.0,,2.0,1.0,,3.0,2.0
Dan Huber,2021SLU,2021.0,S7,last,3508.0,9.0,2,1.0,,,2.0,2.0,,,,
Ji Wang,2021SLU,2021.0,S7,last,3508.0,258.0,8,2.0,5.0,3.0,5.0,4.0,3.0,,,5.0
Shawn Domagal-Goldman,2021SLU,2021.0,S7,middle,3508.0,81.0,11,5.0,2.0,3.0,1.0,,4.0,0.0,10.0,
Tim Lyons,2021SLU,2021.0,S7,first,3508.0,55.0,10,3.0,,,2.0,5.0,3.0,,2.0,
Nathaniel M. Gabor,2021SLU,2021.0,S7,middle,3508.0,198.0,11,4.0,1.0,10.0,1.0,5.0,1.0,0.0,,
Marc Neveu,2021SLU,2021.0,S7,middle,3508.0,68.0,6,6.0,4.0,1.0,1.0,,,,,
Nathaniel M. Gabor,2021SLU,2021.0,S7,first,3508.0,120.0,7,8.0,2.0,4.0,1.0,,2.0,0.0,2.0,
Betül Kaçar,2021SLU,2021.0,S7,middle,3508.0,4.0,2,,,,,2.0,1.0,,1.0,
Shawn Domagal-Goldman,2021SLU,2021.0,S7,first,3508.0,141.0,25,5.0,,,21.0,4.0,8.0,0.0,7.0,
Dan Huber,2021SLU,2021.0,S7,middle,3508.0,82.0,3,3.0,5.0,1.0,,,,,,2.0
Richard Wiener,2021SLU,2021.0,S7,last,3508.0,6.0,1,2.0,,,2.0,,,,,
Ji Wang,2021SLU,2021.0,S7,middle,3508.0,10.0,1,,,,,2.0,,,,
Marc Neveu,2021SLU,2021.0,S7,first,3508.0,88.0,7,5.0,,,2.0,,2.0,0.0,2.0,
France Cordova,2021SLU,2021.0,S7,first,3508.0,62.0,1,2.0,,1.0,,,1.0,,,
Betül Kaçar,2021SLU,2021.0,S7,first,3508.0,83.0,4,2.0,,,,2.0,2.0,0.0,2.0,
Dan Huber,2021SLU,2021.0,S7,first,3508.0,46.0,4,4.0,1.0,,1.0,,1.0,,,
Ji Wang,2021SLU,2021.0,S7,first,3508.0,27.0,7,2.0,,,5.0,,,0.0,1.0,
Amanda Stockton,2021SLU,2021.0,S7,last,3508.0,68.0,3,,2.0,4.0,,1.0,,,,4.0
Paul Robertson,2021SLU,2021.0,S7,middle,3508.0,29.0,1,,2.0,2.0,,2.0,,,,
Magdalena R. Osburn,2021SLU,2021.0,S7,last,3508.0,334.0,7,10.0,3.0,6.0,1.0,,1.0,,,2.0
Tim Lyons,2021SLU,2021.0,S7,last,3508.0,280.0,18,16.0,14.0,17.0,3.0,2.0,6.0,,1.0,
Paul Robertson,2021SLU,2021.0,S7,first,3508.0,18.0,2,1.0,,,1.0,,,0.0,2.0,
Tyler D. Robinson,2021SLU,2021.0,S1,middle,3895.0,202.0,7,6.0,6.0,9.0,,4.0,3.0,,,
Niki Parenteau,2021SLU,2021.0,S1,middle,3895.0,44.0,2,1.0,,1.0,,2.0,,,,
Noah Planavsky,2021SLU,2021.0,S1,first,3895.0,29.0,1,2.0,,,,,,,,
Jeffrey Marlow,2021SLU,2021.0,S1,first,3895.0,27.0,1,2.0,,,,,,,,
Nathaniel M. Gabor,2021SLU,2021.0,S1,last,3895.0,231.0,7,5.0,7.0,7.0,,4.0,5.0,,,
Andy Skemer,2021SLU,2021.0,S1,last,3895.0,118.0,16,7.0,1.0,2.0,,15.0,1.0,,,3.0
Eddie Schwieterman,2021SLU,2021.0,S1,last,3895.0,247.0,11,12.0,2.0,13.0,1.0,2.0,4.0,,,1.0
Tyler D. Robinson,2021SLU,2021.0,S1,first,3895.0,33.0,2,2.0,,,,2.0,1.0,,,
Niki Parenteau,2021SLU,2021.0,S1,first,3895.0,230.0,31,8.0,,1.0,19.0,5.0,16.0,0.0,15.0,2.0
Victoria Meadows,2021SLU,2021.0,S1,last,3895.0,447.0,50,10.0,7.0,17.0,9.0,12.0,12.0,0.0,16.0,8.0
Laurie Barge,2021SLU,2021.0,S1,first,3895.0,136.0,5,4.0,,2.0,1.0,2.0,0.0,,,
Nikole Lewis,2021SLU,2021.0,S1,middle,3895.0,104.0,3,1.0,,4.0,,5.0,0.0,,,1.0
Kimberly Lau,2021SLU,2021.0,S1,last,3895.0,64.0,1,,,2.0,,2.0,,,,1.0
Nathaniel M. Gabor,2021SLU,2021.0,S1,middle,3895.0,302.0,12,9.0,,11.0,,,2.0,0.0,,3.0
Andy Skemer,2021SLU,2021.0,S1,middle,3895.0,13.0,2,,,2.0,,,,0.0,,
Eddie Schwieterman,2021SLU,2021.0,S1,middle,3895.0,52.0,3,2.0,3.0,2.0,,,,,1.0,
Nikole Lewis,2021SLU,2021.0,S1,first,3895.0,28.0,1,2.0,,,,,,,,
Victoria Meadows,2021SLU,2021.0,S1,middle,3895.0,157.0,15,2.0,6.0,2.0,4.0,8.0,5.0,0.0,4.0,
Nathaniel M. Gabor,2021SLU,2021.0,S1,first,3895.0,87.0,7,3.0,,2.0,,4.0,3.0,,,
Eddie Schwieterman,2021SLU,2021.0,S1,first,3895.0,35.0,2,4.0,,,,,1.0,,,
Noah Planavsky,2021SLU,2021.0,S1,last,3895.0,347.0,23,6.0,4.0,9.0,6.0,9.0,6.0,0.0,5.0,5.0
Andy Skemer,2021SLU,2021.0,S1,first,3895.0,23.0,3,2.0,,,2.0,,,,1.0,
Victoria Meadows,2021SLU,2021.0,S1,first,3895.0,50.0,6,2.0,,2.0,3.0,1.0,,,5.0,
Diane Matar,2021SLU,2021.0,S1,first,3895.0,33.0,3,2.0,,,1.0,,2.0,,1.0,
Jeffrey Marlow,2021SLU,2021.0,S1,last,3895.0,47.0,2,,2.0,4.0,,2.0,,,,
Niki Parenteau,2021SLU,2021.0,S1,last,3895.0,367.0,27,16.0,4.0,7.0,11.0,6.0,8.0,0.0,10.0,2.0
Tyler D. Robinson,2021SLU,2021.0,S1,last,3895.0,23.0,3,2.0,1.0,,,,,,,
Mary Voytek,2021SLU,2021.0,S1,first,3895.0,31.0,1,2.0,,2.0,,,2.0,,,
Kimberly Lau,2021SLU,2021.0,S1,first,3895.0,19.0,1,2.0,,,,,,,,
Noah Planavsky,2021SLU,2021.0,S1,middle,3895.0,328.0,18,15.0,4.0,12.0,,2.0,3.0,0.0,1.0,
Nikole Lewis,2021SLU,2021.0,S1,last,3895.0,22.0,2,,,2.0,1.0,1.0,,,,
Jeffrey Marlow,2021SLU,2021.0,S1,middle,3895.0,19.0,1,,,2.0,,,,,,2.0
Jennifer B. Glass,2021SLU,2021.0,S10,middle,3508.0,95.0,3,2.0,4.0,2.0,,2.0,,,,
Laura Schaefer,2021SLU,2021.0,S10,last,3508.0,208.0,16,14.0,5.0,12.0,,5.0,4.0,0.0,,
Jennifer B. Glass,2021SLU,2021.0,S10,first,3508.0,23.0,18,13.0,2.0,1.0,1.0,6.0,2.0,,1.0,
Nick Cowan,2021SLU,2021.0,S10,first,3508.0,80.0,13,3.0,1.0,,6.0,10.0,3.0,,1.0,2.0
Anat Shahar,2021SLU,2021.0,S10,last,3508.0,121.0,15,10.0,2.0,1.0,7.0,6.0,6.0,,1.0,2.0
Trinity L. Hamilton,2021SLU,2021.0,S10,first,3508.0,39.0,2,3.0,,2.0,,,,,1.0,
Nikole Lewis,2021SLU,2021.0,S10,middle,3508.0,27.0,1,,,2.0,,2.0,,,,
Laura Schaefer,2021SLU,2021.0,S10,middle,3508.0,214.0,14,18.0,,11.0,,2.0,3.0,0.0,,
Daniel Apai,2021SLU,2021.0,S10,last,3508.0,145.0,7,7.0,2.0,8.0,3.0,2.0,,,,
Kimberly Lau,2021SLU,2021.0,S10,last,3508.0,116.0,10,4.0,1.0,11.0,,,3.0,,1.0,
Simon Darroch,2021SLU,2021.0,S10,last,3508.0,222.0,12,11.0,,6.0,4.0,,3.0,,4.0,3.0
Morgan Raven,2021SLU,2021.0,S10,last,3508.0,167.0,9,9.0,1.0,6.0,1.0,4.0,1.0,,,
Nikole Lewis,2021SLU,2021.0,S10,first,3508.0,15.0,1,2.0,,,,,,,1.0,
Laura Schaefer,2021SLU,2021.0,S10,first,3508.0,228.0,8,9.0,,7.0,,5.0,1.0,,1.0,
Anat Shahar,2021SLU,2021.0,S10,middle,3508.0,50.0,3,4.0,,,,1.0,,,1.0,
Daniel Apai,2021SLU,2021.0,S10,middle,3508.0,117.0,5,2.0,,3.0,,10.0,1.0,,,
Anat Shahar,2021SLU,2021.0,S10,first,3508.0,114.0,13,7.0,,2.0,12.0,,3.0,,2.0,
Kimberly Lau,2021SLU,2021.0,S10,middle,3508.0,65.0,3,4.0,,4.0,,6.0,,,,
Simon Darroch,2021SLU,2021.0,S10,middle,3508.0,137.0,8,3.0,3.0,2.0,,9.0,1.0,0.0,2.0,2.0
Jennifer B. Glass,2021SLU,2021.0,S10,last,3508.0,137.0,10,14.0,6.0,4.0,1.0,2.0,,,,1.0
Nick Cowan,2021SLU,2021.0,S10,last,3508.0,466.0,29,14.0,9.0,9.0,9.0,14.0,14.0,0.0,,6.0
Morgan Raven,2021SLU,2021.0,S10,middle,3508.0,16.0,1,,,2.0,,2.0,,,,
Daniel Apai,2021SLU,2021.0,S10,first,3508.0,84.0,10,8.0,,2.0,4.0,6.0,2.0,,1.0,
Trinity L. Hamilton,2021SLU,2021.0,S10,last,3508.0,79.0,6,6.0,,4.0,,2.0,2.0,,,
Kimberly Lau,2021SLU,2021.0,S10,first,3508.0,89.0,2,4.0,,2.0,1.0,,,,1.0,2.0
Simon Darroch,2021SLU,2021.0,S10,first,3508.0,90.0,3,4.0,,2.0,,2.0,,0.0,1.0,
Morgan Raven,2021SLU,2021.0,S10,first,3508.0,84.0,10,7.0,0.0,2.0,,2.0,1.0,,1.0,
Nikole Lewis,2021SLU,2021.0,S10,last,3508.0,93.0,9,5.0,1.0,8.0,,11.0,2.0,,,
Nick Cowan,2021SLU,2021.0,S10,middle,3508.0,187.0,5,6.0,2.0,10.0,,6.0,,,,
Niki Parenteau,2021SLU,2021.0,S11,middle,3281.0,31.0,2,2.0,,,,,2.0,,,1.0
Laurie Barge,2021SLU,2021.0,S11,middle,3281.0,226.0,4,6.0,2.0,2.0,,2.0,,,,
Dimitar Sasselov,2021SLU,2021.0,S11,first,3281.0,16.0,5,2.0,,,2.0,,4.0,,,
Jochen Marschall,2021SLU,2021.0,S11,first,3281.0,11.0,1,1.0,,,,,1.0,,1.0,
Jay Forsythe,2021SLU,2021.0,S11,middle,3281.0,128.0,2,2.0,,,,3.0,1.0,,2.0,
Greg Fournier,2021SLU,2021.0,S11,middle,3281.0,85.0,2,2.0,1.0,2.0,,,2.0,,,
Niki Parenteau,2021SLU,2021.0,S11,first,3281.0,112.0,26,2.0,,,19.0,2.0,10.0,,14.0,
Jay Forsythe,2021SLU,2021.0,S11,first,3281.0,36.0,1,2.0,,,,,,,,
Laurie Barge,2021SLU,2021.0,S11,first,3281.0,21.0,2,2.0,,,,,1.0,,,
Greg Fournier,2021SLU,2021.0,S11,first,3281.0,43.0,1,2.0,,,,,,,,
Shannon MacKenzie,2021SLU,2021.0,S11,last,3281.0,176.0,6,6.0,2.0,2.0,,8.0,1.0,,,
Betül Kaçar,2021SLU,2021.0,S11,last,3281.0,140.0,8,1.0,4.0,2.0,3.0,2.0,4.0,,,
Stilianos Louca,2021SLU,2021.0,S11,last,3281.0,96.0,3,4.0,,6.0,,2.0,,,,
Rika Anderson,2021SLU,2021.0,S11,last,3281.0,85.0,5,5.0,,4.0,,4.0,,0.0,,2.0
Shannon MacKenzie,2021SLU,2021.0,S11,middle,3281.0,44.0,2,2.0,2.0,1.0,,2.0,,,,
Betül Kaçar,2021SLU,2021.0,S11,middle,3281.0,161.0,9,14.0,8.0,8.0,1.0,4.0,1.0,,1.0,1.0
Andro C. Rios,2021SLU,2021.0,S11,last,3281.0,107.0,8,6.0,1.0,7.0,,1.0,2.0,0.0,,1.0
Dimitar Sasselov,2021SLU,2021.0,S11,last,3281.0,200.0,23,7.0,3.0,5.0,4.0,7.0,9.0,0.0,2.0,2.0
Shannon MacKenzie,2021SLU,2021.0,S11,first,3281.0,34.0,1,2.0,,,,,,,,
Betül Kaçar,2021SLU,2021.0,S11,first,3281.0,46.0,4,2.0,,,2.0,,1.0,,,
Niki Parenteau,2021SLU,2021.0,S11,last,3281.0,225.0,22,8.0,2.0,3.0,8.0,8.0,13.0,0.0,3.0,
Rika Anderson,2021SLU,2021.0,S11,middle,3281.0,115.0,2,2.0,,2.0,,4.0,,,,
Laurie Barge,2021SLU,2021.0,S11,last,3281.0,328.0,22,22.0,10.0,9.0,2.0,7.0,2.0,0.0,2.0,
Stilianos Louca,2021SLU,2021.0,S11,first,3281.0,48.0,2,2.0,,,,,1.0,,,
Jay Forsythe,2021SLU,2021.0,S11,last,3281.0,281.0,8,9.0,6.0,10.0,,,3.0,,,1.0
Greg Fournier,2021SLU,2021.0,S11,last,3281.0,274.0,16,10.0,4.0,12.0,1.0,1.0,1.0,0.0,,
Rika Anderson,2021SLU,2021.0,S11,first,3281.0,21.0,1,2.0,,,,,,,,
Andro C. Rios,2021SLU,2021.0,S11,middle,3281.0,114.0,4,6.0,,6.0,,,2.0,0.0,,
Dimitar Sasselov,2021SLU,2021.0,S11,middle,3281.0,77.0,9,,0.0,2.0,7.0,,6.0,0.0,5.0,1.0
Meredith MacGregor,2021SLU,2021.0,S12,first,3624.0,112.0,13,5.0,0.0,6.0,5.0,6.0,5.0,,1.0,
Katherine de Kleer,2021SLU,2021.0,S12,last,3624.0,634.0,29,28.0,11.0,20.0,5.0,13.0,3.0,0.0,8.0,
Richard Wiener,2021SLU,2021.0,S12,first,3624.0,63.0,5,1.0,,,3.0,,3.0,,0.0,
Andrew Vanderburg,2021SLU,2021.0,S12,last,3624.0,504.0,30,21.0,4.0,11.0,10.0,18.0,6.0,0.0,4.0,3.0
Keith Hawkins,2021SLU,2021.0,S12,first,3624.0,83.0,3,2.0,,,,,,0.0,1.0,
Brad Foley,2021SLU,2021.0,S12,middle,3624.0,63.0,1,,,2.0,,2.0,,,,
Brad Foley,2021SLU,2021.0,S12,first,3624.0,75.0,10,4.0,,1.0,1.0,2.0,0.0,0.0,5.0,
Dan Huber,2021SLU,2021.0,S12,last,3624.0,20.0,3,,,,,2.0,1.0,,,
Katherine de Kleer,2021SLU,2021.0,S12,middle,3624.0,54.0,3,2.0,,,,2.0,,,1.0,2.0
Andrew Vanderburg,2021SLU,2021.0,S12,middle,3624.0,67.0,4,8.0,,,,,,,,
Lisa Kaltenegger,2021SLU,2021.0,S12,last,3624.0,131.0,8,3.0,,5.0,1.0,2.0,2.0,0.0,,3.0
Andrew Vanderburg,2021SLU,2021.0,S12,first,3624.0,67.0,7,4.0,,2.0,2.0,5.0,0.0,,1.0,
Katherine de Kleer,2021SLU,2021.0,S12,first,3624.0,122.0,5,5.0,,2.0,1.0,1.0,2.0,,1.0,
Meredith MacGregor,2021SLU,2021.0,S12,last,3624.0,142.0,10,4.0,1.0,4.0,,3.0,2.0,,,
Dan Huber,2021SLU,2021.0,S12,middle,3624.0,123.0,2,4.0,,1.0,,4.0,,,,
Noah Planavsky,2021SLU,2021.0,S12,last,3624.0,40.0,4,6.0,2.0,,,,0.0,,,
Keith Hawkins,2021SLU,2021.0,S12,last,3624.0,258.0,47,15.0,6.0,9.0,,3.0,1.0,0.0,,
Lisa Kaltenegger,2021SLU,2021.0,S12,middle,3624.0,297.0,12,8.0,3.0,6.0,3.0,6.0,3.0,,8.0,3.0
Dan Huber,2021SLU,2021.0,S12,first,3624.0,108.0,12,9.0,1.0,5.0,1.0,3.0,2.0,0.0,1.0,
Meredith MacGregor,2021SLU,2021.0,S12,middle,3624.0,160.0,9,5.0,2.0,3.0,,8.0,4.0,0.0,1.0,
Lisa Kaltenegger,2021SLU,2021.0,S12,first,3624.0,223.0,32,9.0,1.0,1.0,25.0,2.0,17.0,0.0,8.0,
Noah Planavsky,2021SLU,2021.0,S12,middle,3624.0,66.0,2,2.0,,,1.0,,2.0,,,
Keith Hawkins,2021SLU,2021.0,S12,middle,3624.0,212.0,6,9.0,5.0,3.0,,,0.0,,,
Amanda Stockton,2021SLU,2021.0,S13,middle,3379.0,188.0,16,13.0,1.0,7.0,,4.0,2.0,0.0,3.0,2.0
Christopher Hamilton,2021SLU,2021.0,S13,middle,3379.0,229.0,5,4.0,2.0,6.0,,3.0,,,1.0,2.0
Jeffrey Marlow,2021SLU,2021.0,S13,first,3379.0,82.0,3,4.0,,2.0,1.0,,,,,
Magdalena R. Osburn,2021SLU,2021.0,S13,middle,3379.0,41.0,4,2.0,,2.0,,4.0,1.0,0.0,1.0,
Aaron E. Engelhart,2021SLU,2021.0,S13,middle,3379.0,139.0,9,8.0,2.0,7.0,,,1.0,0.0,,
Leslie Anne Rogers,2021SLU,2021.0,S13,last,3379.0,424.0,14,18.0,2.0,8.0,,2.0,1.0,0.0,1.0,
Stephanie Olson,2021SLU,2021.0,S13,last,3379.0,48.0,10,,2.0,2.0,,4.0,2.0,0.0,,
Tori Hoehler,2021SLU,2021.0,S13,middle,3379.0,90.0,5,,1.0,6.0,2.0,4.0,1.0,,1.0,1.0
Tim Lyons,2021SLU,2021.0,S13,middle,3379.0,93.0,13,7.0,2.0,4.0,,9.0,,0.0,3.0,2.0
Magdalena R. Osburn,2021SLU,2021.0,S13,first,3379.0,192.0,11,19.0,,4.0,1.0,,2.0,,,
Amanda Stockton,2021SLU,2021.0,S13,first,3379.0,136.0,6,4.0,,,,9.0,3.0,,,
Aaron E. Engelhart,2021SLU,2021.0,S13,first,3379.0,73.0,2,4.0,1.0,2.0,,,,,,
Christopher Hamilton,2021SLU,2021.0,S13,first,3379.0,3.0,1,2.0,,,1.0,,,,,
Tori Hoehler,2021SLU,2021.0,S13,first,3379.0,35.0,10,,1.0,,5.0,,10.0,,1.0,
