conference,session,speaker,timestamp,speaking_duration,nods_others,smile_self,smile_other,distracted_others,hand_gesture,interruption,overlap,screenshare,annotations,transcript,has_new_idea,has_explanation,has_decision,global_session,clip_number,min_clip_number,clip_offset,start_minute_raw,start_minute_adjusted,start_sec,end_sec,clip_offset_sec,start_sec_adjusted,end_sec_adjusted,is_deep_overlap
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,03:31-03:34,3.0,0,0.0,0.0,0,,No,False,No,"{'acknowledge contribution': 'Linda acknowledges that Salvador had his hand up, recognizing his intention to speak.'}","Thank you. You know, Salvador had his hand up.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,3.5166666666666666,53.516666666666666,211.0,214.0,3000.0,3211.0,3214.0,False
2021MZT,2021_09_30_MZT_S7,Salvador Almagro,03:35-05:23,110.0,1,10.0,10.0,0,Open Palms,No,False,No,"[{'acknowledge contribution': ""Salvador acknowledges Kim and Sarah's contributions, noting that he wants to bring their points together within the context of understanding ecological drivers and the 'dark matter' of what it takes to be a pathogen, without necessarily agreeing or expanding on their ideas.""}, {'expand on existing idea': 'Salvador expands on the idea of understanding what it takes to be a pathogen, adding that immune evasion is just one of many hurdles, and that random environmental factors might select for traits that give pathogens an advantage in colonizing a host, such as metabolic processes or the ability to outcompete microbiota.'}]","Yeah, because I I think it's really nice that uh basically what Kim just mentioned and what Sarah mentioned, it's kind of like I I wanted to bring both of them within what the context of a understanding, you know, the the the ecological drivers, but also this kind of like um, you know, dark matter of of what it takes to be a pathogen and we understand that immune evasion is you know, the bread and butter of how to kill a human. But there's the more we know, the the clearer that this is just, you know, one of the millions hurdles that these organisms have to. So I think like looking at it from a holistic perspective on both sides, right? You know, a the the most random factor in the environment might be actually selecting for some traits that we don't really know have a major advantage in in colonizing the host. Again, we know that if you can, you know, avoid getting, you know, immune cells to detect you, that's a that's a wonderful thing if you want to kill us. But how about, you know, Sarah mentioned metabolic processes. Uh, how about the ability to use some some um, some nutrients and out compete things like the microbiota because you know, these guys if you want to colonize the gut, there's been somebody living there way longer than you. So you you have to take care of that as well. So there's like um, so this kind of juncture, right? juncture of what do you need to become a pathogen and what is giving you those traits in in the environment, you know, the training ground basically. So I I think that you know that kind of I it was useful that uh Kim mentioned that right after Sarah. So I think those two are one and the same, right? Uh two sides of the same coin.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,3.5833333333333335,53.583333333333336,215.0,323.0,3000.0,3215.0,3323.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,05:23-05:26,3.0,0,0.0,0.0,0,,No,False,No,"{'acknowledge contribution': ""Linda acknowledges Hannah's contribution to the discussion, as Hannah had previously volunteered to be the recorder.""}",Okay. Thank you. Hannah.,False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,5.383333333333334,55.38333333333333,323.0,326.0,3000.0,3323.0,3326.0,False
2021MZT,2021_09_30_MZT_S7,Hannah Frank,05:26-06:00,34.0,0,0.0,0.0,0,Open Palms,No,False,No,"[{'acknowledge contribution': 'Hannah acknowledges that the previous point made by Kim and Sarah was interesting and relevant to the discussion.'}, {'ask clarifying question': 'Hannah asks how well relatedness predicts spillover potential and the ability of a pathogen to use a host, seeking to understand the predictive power of phylogenetic relationships in determining spillover risk.'}]","So I thought that was a really uh interesting point and thinking about, you know, how are we going to predict this thinking about the host factors and and the flexibility of the pathogen um and how it might compete. This is a little bit of a divergence, but I'm curious because we have people who do file dynamics and a lot of um pathogen sort of evolutionary relationships. How well does relatedness predict like spillover potential and ability to use a host.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,5.433333333333334,55.43333333333334,326.0,360.0,3000.0,3326.0,3360.0,False
2021MZT,2021_09_30_MZT_S7,Sara Zimmer,06:00-06:10,10.0,0,0.0,0.0,0,,No,False,No,"{'encourage participation': 'Sara is encouraging others to contribute to answering the question about whether genetic diversity predicts spillover, which is a question she has also considered.', 'ask clarifying question': 'Sara is asking a question to the group about whether genetic diversity predicts spillover, seeking to understand the relationship between the two.'}",Anyone jump in to answer just the question of does genetic diversity predict spillover? That's one I've asked myself many times too.,False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,6.0,56.0,360.0,370.0,3000.0,3360.0,3370.0,False
2021MZT,2021_09_30_MZT_S7,Hannah Frank,06:10-06:11,1.0,0,0.0,0.0,0,,No,False,No,"{'expand on existing idea': 'Hannah is expanding on her previous question about how to predict spillover by considering both diversity and similarity, building on the discussion about host factors and pathogen flexibility.'}",Well diversity but also just like similarity.,False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,6.166666666666667,56.166666666666664,370.0,371.0,3000.0,3370.0,3371.0,False
2021MZT,2021_09_30_MZT_S7,Sara Zimmer,06:11-07:17,66.0,0,0.0,0.0,0,,No,False,No,"[{'ask clarifying question': 'The speaker is asking if the hypothesis that genetic diversity predicts spillover has been aggressively tested, seeking to clarify whether a specific hypothesis-driven approach has been used rather than incidental findings.'}]","Like I don't know if we've aggressive test like tested it using this is our hypothesis, right? Like you can incidentally find instances of this is true, this is not true. But has anybody actually gone out and said this is the hypothesis, let's find a way to test it.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,6.183333333333334,56.18333333333334,371.0,437.0,3000.0,3371.0,3437.0,False
2021MZT,2021_09_30_MZT_S7,Crystal Hepp,07:17-07:21,4.0,0,0.0,0.0,0,Pointing,No,False,No,{'ask clarifying question': 'Crystal is asking a clarifying question to confirm if the discussion is about the relationship between hosts.'},"You're talking about from hosts between between hosts, right?",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,7.283333333333333,57.28333333333333,437.0,441.0,3000.0,3437.0,3441.0,False
2021MZT,2021_09_30_MZT_S7,Hannah Frank,07:21-07:38,17.0,0,0.0,0.0,0,Open Palms,No,False,No,"{'ask clarifying question': 'Hannah is asking whether the relatedness of a newly discovered virus to known viruses like SARS-CoV-2 can predict its spillover potential, seeking clarification on the relationship between genetic similarity and the likelihood of cross-species transmission.'}","Yeah, so like if I go out and I find a sarco virus that's really closely related to SARS COV 2, does that actually mean that it's more likely to spill over than a sarco virus that's less likely that's less related to SARS COV 2.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,7.35,57.35,441.0,458.0,3000.0,3441.0,3458.0,False
2021MZT,2021_09_30_MZT_S7,Crystal Hepp,07:38-07:56,18.0,0,0.0,0.0,0,Open Palms,No,False,No,"{'provide supporting evidence': 'Crystal provides supporting evidence for the idea that genetic similarity predicts spillover potential, referencing the literature on old world primates transmitting viruses more easily to humans than new world primates due to their closer evolutionary relationship.'}","Well, I think it's generally known for um it is certainly in the literature that old world primates transmit viruses a lot easier to humans than do the new world primates, right? Because they're five million years removed versus 40 million years removed.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,7.633333333333333,57.63333333333333,458.0,476.0,3000.0,3458.0,3476.0,False
2021MZT,2021_09_30_MZT_S7,Hannah Frank,07:56-08:04,8.0,0,0.0,0.0,0,,No,False,No,"{'express humor': 'Hannah makes a self-deprecating comment, implying that the lack of obviousness in the relationship between genetic similarity and spillover potential makes her feel less foolish for not realizing it, which is a form of humor.'}","No, but the fact that we're like no one's like oh my gosh, obviously this makes me feel a little less dumb.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,7.933333333333334,57.93333333333334,476.0,484.0,3000.0,3476.0,3484.0,False
2021MZT,2021_09_30_MZT_S7,Tavis Anderson,08:04-08:11,7.0,0,0.0,0.0,0,,No,False,No,"{'explain or define term or concept': ""Tavis is explaining the concept of Darwin's naturalization hypothesis, which is relevant to the discussion about spillover potential and host similarity that Hannah brought up.""}",I think you you're talking about Darwin's naturalization hypothesis potentially which is which has been tested in in invasion biology a couple of times.,False,True,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,8.066666666666666,58.06666666666666,484.0,491.0,3000.0,3484.0,3491.0,False
2021MZT,2021_09_30_MZT_S7,Hannah Frank,08:11-08:11,0.0,0,0.0,0.0,0,,No,False,No,"[{'express agreement': ""Hannah is agreeing with Tavis's previous statement about Darwin's naturalization hypothesis, which is relevant to the discussion about spillover potential and host similarity.""}]",Right.,False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,8.183333333333334,58.18333333333334,491.0,491.0,3000.0,3491.0,3491.0,False
2021MZT,2021_09_30_MZT_S7,Tavis Anderson,08:11-08:22,11.0,0,0.0,0.0,0,,No,False,No,"{'reject idea': {'Explanation': 'Tavis rejects the idea that similarity between viruses necessarily predicts spillover potential, following a discussion about whether relatedness predicts spillover potential and ability to use a host.'}}","Sorry. Oh no, go go ahead. Uh I think uh I I was going to say no, we don't really know about about like we could say look, these two viruses are similar.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,8.183333333333334,58.18333333333334,491.0,502.0,3000.0,3491.0,3502.0,False
2021MZT,2021_09_30_MZT_S7,Justin Bahl,08:22-08:43,21.0,0,0.0,0.0,0,Open Palms,No,False,No,"[{'reject idea': 'Justin rejects the idea that similarity between viruses automatically implies spillover risk, implying that further testing is needed to determine the actual risks.', 'encourage participation': 'Justin encourages further discussion by expressing his desire to hear more about the hypothesis and how it might be tested, inviting others to contribute their thoughts.'}]","But unless you actually put it in a cell culture and then into an animal, uh we don't really know what the risks are. That that's all I was going to say. I want to hear more about this this hypothesis that we should test and how you might test it.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,8.366666666666667,58.36666666666667,502.0,523.0,3000.0,3502.0,3523.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,08:43-08:46,3.0,0,0.0,0.0,0,,No,False,No,"[{'encourage participation': 'Linda encourages Tavis to speak, building on the previous discussion about viral diversity and spillover risk.'}]","Yeah, go ahead. Tavis, do you have any more suggest yeah, you",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,8.716666666666667,58.71666666666667,523.0,526.0,3000.0,3523.0,3526.0,False
2021MZT,2021_09_30_MZT_S7,Tavis Anderson,08:46-09:00,14.0,0,0.0,0.0,0,,No,False,No,"{'present new idea': {'Explanation': 'Tavis is suggesting a title for a paper, which is a novel idea in the context of the discussion.'}}","Darwin's naturalization hypothesis applied to infectious disease spillover. That would be the title of the paper right there. Um, uh, so",True,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,8.766666666666667,58.766666666666666,526.0,540.0,3000.0,3526.0,3540.0,False
2021MZT,2021_09_30_MZT_S7,Tavis Anderson,00:00-00:23,23.0,2,50.0,0.0,0,Open Palms,No,False,No,"[{'expand on existing idea': ""The speaker is expanding on the previous discussion about genetic similarity and spillover potential by mentioning the 2009 pandemic and their research program's approach to studying this.""}, {'provide supporting evidence': 'The speaker mentions their active research program that combines genetic similarity analysis with laboratory assays to study transmission pathology, providing evidence of their approach to understanding spillover.'}]","is what what was special about that 2009 pandemic and that would be a slightly different question. Um but yeah, it's it's it's tough. I think the our active research program that we have here uh is trying to look at genetic similarity, phylogenetic methods and then we pass that off to my lab colleagues who can then do um laboratory assays and tests and in vitro and in vivo work, transmission pathology studies.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,0.0,50.0,0.0,23.0,3000.0,3000.0,3023.0,False
2021MZT,2021_09_30_MZT_S7,Hannah Frank,00:23-00:27,4.0,0,100.0,100.0,0,Pointing,No,False,No,"[{'expand on existing idea': ""This utterance expands on the discussion about genetic similarity and spillover potential, offering a specific example of a virus that hasn't yet spilled over to humans, building on the previous discussion about Darwin's naturalization hypothesis and the challenges of predicting spillover risk based on genetic similarity alone.""}]","I found it on that, but I can give to you that I don't think has gotten to a human.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,0.38333333333333336,50.38333333333333,23.0,27.0,3000.0,3023.0,3027.0,False
2021MZT,2021_09_30_MZT_S7,Tavis Anderson,00:27-00:28,1.0,0,100.0,100.0,0,,No,False,No,"[{'express agreement': ""Tavis Anderson is agreeing with Hannah Frank's previous statement.""}]",Yeah.,False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,0.45,50.45,27.0,28.0,3000.0,3027.0,3028.0,False
2021MZT,2021_09_30_MZT_S7,Kim Pepin,00:30-01:04,34.0,0,20.0,0.0,0,,No,False,No,"[{'provide supporting evidence': 'Kim mentions research on receptor structure similarity and SARS-CoV-2 replication, providing evidence to support the discussion on predicting spillover potential based on genetic similarity.', 'ask clarifying question': 'Kim asks what the lack of a proportional relationship between receptor structure similarity and SARS-CoV-2 replication tells us, seeking clarification on the implications of this finding.', 'explain or define term or concept': 'Kim explains that the research compared receptor structure similarity to make predictions about SARS-CoV-2 replication, clarifying the context of the research being discussed.'}]",there's been some research recently on comparing the receptor structure similarity to make predictions about SARS COV2 replication and it seems like that's not a proportional relationship. So what does that tell us about um like is it because the predictions of the receptor are wrong or the I mean the receptor shape similarity are wrong or is it because there's some like it's just not a one to one relationship. You can't predict replication from receptor shape.,False,True,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,0.5,50.5,30.0,64.0,3000.0,3030.0,3064.0,False
2021MZT,2021_09_30_MZT_S7,Hannah Frank,01:04-01:05,1.0,0,0.0,0.0,0,Raising Hand,No,False,No,"[{'express humor': ""Hannah says 'Sorry' after a series of complex discussions about virus spillover, receptor similarity, and research programs, possibly indicating a moment of lightheartedness or self-deprecation.""}]",Sorry.,False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,1.0666666666666667,51.06666666666667,64.0,65.0,3000.0,3064.0,3065.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,01:05-01:11,6.0,0,0.0,0.0,0,,Yes,False,No,"[{'assign task': 'Linda is assigning the order of speakers, indicating she will call on Cheryl before Hannah.'}]","Wait, I'm gonna Cheryl and then we'll go Hannah. I'm sorry. Is that okay? I'm.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,1.0833333333333333,51.083333333333336,65.0,71.0,3000.0,3065.0,3071.0,False
2021MZT,2021_09_30_MZT_S7,Cheryl Andam,01:11-01:13,2.0,0,0.0,0.0,0,,No,False,No,"{'acknowledge contribution': 'Cheryl acknowledges that Salvador had raised his hand before Hannah, recognizing his prior attempt to contribute to the discussion.'}",I think Salvador raised his hand first.,False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,1.1833333333333333,51.18333333333333,71.0,73.0,3000.0,3071.0,3073.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,01:14-01:20,6.0,0,0.0,0.0,0,,No,False,No,"[{'acknowledge contribution': ""Linda acknowledges both Cheryl and Salvador's attempt to speak, recognizing their participation in the discussion.""}]","Oh, okay. I'm sorry. Oh, whoever, Salvador, you go ahead because yeah, Cheryl pointed first, yeah.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,1.2333333333333334,51.233333333333334,74.0,80.0,3000.0,3074.0,3080.0,False
2021MZT,2021_09_30_MZT_S7,Salvador Almagro,01:21-02:32,71.0,0,20.0,0.0,0,Open Palms,No,False,No,"{'expand on existing idea': ""Salvador expands on Hannah's question about the relationship between relatedness and spillover potential by providing examples from bacteria, noting that some microorganisms have clonal offshoots that can cause disease, while others have pathogenic isolates scattered across different clusters, building on the discussion of genetic diversity and spillover."", 'explain or define term or concept': 'Salvador explains the concept of clonal offshoots and pathogenic isolates in the context of bacterial pathogenicity, clarifying how these different patterns of genetic relatedness can influence the ability of microorganisms to cause disease in humans, providing context to the discussion of genetic diversity and spillover.', 'present new idea': 'Salvador presents the idea that the question of how relatedness predicts spillover should be modified to consider why some microorganisms have only one pathogenic offshoot while others have many scattered across different clusters, introducing a new perspective on the relationship between genetic diversity and pathogenicity.'}","So uh I I I'm not a virus but I know in bacteria it gets, you know, what uh Hannah was mentioning the the the tricky thing is that you have all of the above, right? You you you can find uh microorganisms that have a clonal offshoot that only a tiny little subset of a tiny little subset can cause disease in humans and then you have the crazy ones where, you know, you have pathogenic isolates, you know, popping out of every single cluster or or clay and the one that's next to it cannot really uh harm um in in our case some other vertebrate hosts. So uh I I I think that that that question could be kind of like slightly modified in why some only one and why some they are scattered all over the place because it it doesn't seem to be that you know, the only way to do it is if you have some sort of like, you know, phylogenomic uh conservation because some are insanely conserved and some are insanely divergent. So that that's uh that was my comment.",True,True,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,1.35,51.35,81.0,152.0,3000.0,3081.0,3152.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,02:32-02:33,1.0,0,0.0,0.0,0,,No,False,No,"{'acknowledge contribution': ""Linda acknowledges Cheryl's turn to speak, recognizing her participation in the discussion.""}","Thank you. Okay, Cheryl.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,2.533333333333333,52.53333333333333,152.0,153.0,3000.0,3152.0,3153.0,False
2021MZT,2021_09_30_MZT_S7,Cheryl Andam,02:34-03:02,28.0,0,10.0,0.0,0,Open Palms,No,False,No,"{'expand on existing idea': 'Cheryl expands on the discussion about genetic similarity, which Hannah and others were discussing, by pointing out the problem of gaps in the phylogenetic tree.', 'express agreement': 'Cheryl explicitly agrees that pursuing genetic similarity is an interesting direction, which is in response to the discussion about genetic similarity and spillover potential.', 'provide supporting evidence': 'Cheryl provides supporting evidence for her point by stating that there are too many gaps in the phylogenetic tree to make conclusions about genetic similarity.'}","Yeah, I was going to follow up on the discussion about genetic similarity. The problem is that we have there's just too many gaps in the phylogenetic tree to make to make, you know, conclusions like that. But I totally agree that, you know, that would be an interesting direction that we can pursue um if we can find we can fill up all those gaps or as many as we can.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,2.5666666666666664,52.56666666666666,154.0,182.0,3000.0,3154.0,3182.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,03:02-03:07,5.0,0,0.0,0.0,0,,No,False,No,"{'encourage participation': 'Linda encourages Hannah to speak, indicating that she is aware Hannah wants to contribute to the discussion.'}","So and Hannah, I know you want to jump in there too. So what you had some comments, right? On.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,3.033333333333333,53.03333333333333,182.0,187.0,3000.0,3182.0,3187.0,False
2021MZT,2021_09_30_MZT_S7,Hannah Frank,03:08-03:38,30.0,0,0.0,0.0,0,Open Palms,No,False,No,"{'expand on existing idea': ""Hannah is expanding on Kim's point about SARS COV2 receptor structure by sharing her findings about ACE2 in different mammals and how similarity to humans predicts susceptibility, but divergence doesn't preclude it, adding more detail to the discussion."", 'provide supporting evidence': 'Hannah provides supporting evidence for her point by mentioning her research on ACE2 in 200 different mammals, using this data to support her claim about the relationship between receptor similarity and susceptibility.'}","Oh, yeah, I just I I put it in the chat that sort of on the idea of uh what Kim was saying with the SARS COV2 receptor um structure. Um, I was just show saying that um I like I I did some digging into ACE2 in 200 different mammals and being really similar in those contact residues to humans seems to be pretty predictive of susceptibility but being really divergent doesn't seem to preclude susceptibility. So there's some weirdness.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,3.1333333333333333,53.13333333333333,188.0,218.0,3000.0,3188.0,3218.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,03:38-03:57,19.0,0,0.0,0.0,0,,No,False,No,"[{'ask clarifying question': 'Linda asks Cheryl to elaborate on her previous statement and visualize a potential project based on the discussion, seeking to understand how to synthesize the various ideas presented.'}, {'encourage participation': 'Linda is encouraging Cheryl to participate by asking her to elaborate on a potential project.'}]","Okay. So I'm gonna come back to to Cheryl here you started to say and then and I know Justin just raised his hand. So Cheryl, what would that look like as a project? Because you're kind of putting it pulling everybody's together, right? That that seems to be a direct. Do you can you kind of visualize some kind of project that would.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,3.6333333333333333,53.63333333333333,218.0,237.0,3000.0,3218.0,3237.0,False
2021MZT,2021_09_30_MZT_S7,Cheryl Andam,03:57-05:10,73.0,0,10.0,0.0,0,Open Palms,No,False,No,"{'expand on existing idea': 'Cheryl expands on the discussion about genetic similarity and filling gaps in the phylogenetic tree by suggesting focusing on pre-emergence and early emergence surveillance, building on the previous discussion about genetic similarity and phylogenetic analysis.', 'present new idea': 'Cheryl introduces the idea of focusing on pre-emergence and early emergence surveillance to fill gaps in the phylogenetic tree, which is a novel suggestion in the context of the discussion.', 'propose decision': 'Cheryl proposes a shift in focus towards pre- and early-emergence surveillance to improve understanding of viral evolution, suggesting a concrete direction for future research efforts.'}","So I what struck me most in Christine's um presentation was the pre um pre emergence, early emergence and post emergence um surveillance or any kind of um analysis and the problem is that we're only looking at most of us are currently looking at post emergence. And so if we can have more of those genetic and you know, molecular and post immune system pre and early, then we can fill up all those gaps as well uh in the phylogenetic tree and then understand, you know, the similarities between what emerge or what variants came up and circulating in the population either within host, between host and you know, track those um track those variants over time until uh we get to that point of early emergence and post emergence.",True,False,True,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,3.95,53.95,237.0,310.0,3000.0,3237.0,3310.0,False
2021MZT,2021_09_30_MZT_S7,Sara Zimmer,05:11-05:17,6.0,0,0.0,0.0,0,,No,False,No,"{'express agreement': ""The speaker explicitly agrees with the prior statement about the difficulty of tracking things that haven't proven to be problematic yet.""}","I agree, it's much tougher to find money to track things that haven't proven to be problematic yet.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,5.183333333333334,55.18333333333334,311.0,317.0,3000.0,3311.0,3317.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,05:17-05:20,3.0,0,0.0,0.0,0,,No,False,No,"{'express enthusiasm': 'Linda expresses enthusiasm about the opportunity to address the gaps in knowledge regarding pre- and early-emergence surveillance, which Cheryl just mentioned is difficult to fund.'}","Yeah, that's why we have an opportunity right now it seems.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,5.283333333333333,55.28333333333333,317.0,320.0,3000.0,3317.0,3320.0,False
2021MZT,2021_09_30_MZT_S7,Cheryl Andam,05:21-05:23,2.0,0,100.0,0.0,0,,No,False,No,"{'confirm decision': ""Cheryl confirms that this is the opportunity to track things that haven't proven to be problematic yet, building on Linda's statement that this is why they have an opportunity right now.""}","Yes, this is this is it.",False,False,True,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,5.35,55.35,321.0,323.0,3000.0,3321.0,3323.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,05:23-05:27,4.0,0,0.0,0.0,0,,No,False,No,"[{'encourage participation': 'Linda encourages Justin to speak, soliciting his input on the discussion.'}]","This is the forum. That's right. So that's what you have to keep thinking. All right, Justin, go ahead, yeah.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,5.383333333333334,55.38333333333333,323.0,327.0,3000.0,3323.0,3327.0,False
2021MZT,2021_09_30_MZT_S7,Justin Bahl,05:28-06:35,67.0,0,10.0,0.0,0,Open Palms,No,False,No,"[{'present new idea': 'Justin suggests that there are two streams of potential investigation, one from the host side and one from the pathogen side, which is a novel framing of the problem.'}, {'expand on existing idea': ""Justin expands on Kim's earlier point about the need to integrate host immune factors and pathogen evolution by stating that there isn't a unified methodology to use host information to evaluate what's circulating and predict outcomes.""}, {'propose decision': ""Justin proposes that theory advances and modelers are needed to develop approaches for using host information to evaluate what's circulating, suggesting a direction for future work.""}]","Uh I'm I'm hearing two two streams of of potential investigation. Uh one from the host side and one from the pathogen side and uh I think Kim sort of hinted at this that we actually don't have a unified methodology to sit down and and use information from the host, the the immunology, the population scale to actually evaluate uh what's circulating and even potentially using that in some sort of predictive way. Uh or uh maybe we can do it with spatial and these discrete geographic methods or draw some correlations, but we don't really have some very nice methods for it. And I think that would need theory advances and uh some modelers to sort of chew on on whatever data is available uh for for some time to try and come up with some approaches.",True,False,True,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,5.466666666666667,55.46666666666667,328.0,395.0,3000.0,3328.0,3395.0,False
2021MZT,2021_09_30_MZT_S7,Kim Pepin,06:54-07:03,9.0,0,0.0,0.0,0,,No,False,No,"{'acknowledge contribution': {'Explanation': ""Kim acknowledges Justin's contribution by stating that he is onto a project, recognizing his input without necessarily agreeing or expanding on it.""}, 'express enthusiasm': {'Explanation': ""Kim expresses enthusiasm for Justin's idea, suggesting that it is a worthwhile project and that theoretical advancements could be made.""}}","I was just saying, I think Justin's on to a project. I think that's a project. There's some um theoretical advancements that could be done.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,6.9,56.9,414.0,423.0,3000.0,3414.0,3423.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,07:03-07:03,0.0,0,0.0,0.0,0,,No,False,No,"[{'acknowledge contribution': ""Linda acknowledges Kim's contribution, but does not agree or expand on it.""}]","Oh, oh.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,7.05,57.05,423.0,423.0,3000.0,3423.0,3423.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,07:03-07:04,1.0,0,0.0,0.0,0,,No,False,No,"[{'ask clarifying question': 'Linda asks Cheryl to clarify if her hand is still raised, seeking confirmation on her intent to speak.'}]","Cheryl, did you still have your hand up or did you put it up again or.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,7.05,57.05,423.0,424.0,3000.0,3423.0,3424.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,07:04-07:05,1.0,0,0.0,0.0,0,,No,False,No,"{'encourage participation': 'Linda encourages Kim to speak, as Kim was previously interrupted.'}","Oh, okay, sorry. Okay, go ahead, Kim, you were.",False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,7.066666666666666,57.06666666666666,424.0,425.0,3000.0,3424.0,3425.0,False
2021MZT,2021_09_30_MZT_S7,Kim Pepin,07:05-08:31,86.0,0,0.0,0.0,0,,No,False,No,"[{'expand on existing idea': ""Kim expands on Justin's idea of a unified methodology by suggesting theoretical advancements and collaboration with experts in data sources, building upon the previous discussion about integrating host and pathogen data for predictive modeling.""}, {'propose decision': ""Kim proposes a project focused on theoretical advancements to incorporate new data streams into existing approaches like phylodynamic frameworks, suggesting a concrete direction for the group's work.""}]","I was just saying, I think Justin's on to a project. I think that's a project. There's some um theoretical advancements that could be done, but I also think it would help to to collaborate with the folks who understand those data sources really well. Um, but but in terms of like he was just saying, let's try to make some theoretical advances in maybe geographic or dynamic methods, like they provide a really good platform for incorporating other data streams, but we haven't done that yet and there needs to be some theoretical advancements for us to incorporate those data. So it's a little bit, you know, like I was saying earlier, a lot of times we think we need to collect data uh before we do the modeling. At least that's the the cultural view in the in my agency and the folks I work with. But you know, if we have data in hand that we have no frameworks to use and don't know how to incorporate, then there's going to be a giant lag before we actually use that data and know if it's useful. So I think there's a project here in trying to propose some theoretical advancements that could um incorporate some of these new data streams that haven't been incorporated in existing approaches like the dynamic frameworks and what not.",False,False,True,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,7.083333333333333,57.083333333333336,425.0,511.0,3000.0,3425.0,3511.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,08:31-08:32,1.0,0,0.0,0.0,0,,No,False,No,"[{'acknowledge contribution': ""Linda acknowledges the previous speaker's contribution, signaling the end of their turn and moving the discussion forward.""}]",Okay.,False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,8.516666666666667,58.516666666666666,511.0,512.0,3000.0,3511.0,3512.0,False
2021MZT,2021_09_30_MZT_S7,Linda Detwiler,08:32-08:33,1.0,0,0.0,0.0,0,,No,False,No,"[{'encourage participation': 'Linda is calling on Sara to speak, encouraging her to participate in the discussion.'}]",And Sarah.,False,False,False,2021MZT_2021_09_30_MZT,7.0,2.0,50.0,8.533333333333333,58.53333333333333,512.0,513.0,3000.0,3512.0,3513.0,False
